contig la lo p.values contigs.null isogroup adj.p
c019737 -2765.182825 -2765.182825 1 c019737 isogroup=15476 1
c019739 -2122.816316 -2123.364076 0.295251383485162 c019739 isogroup=15474 1
c019748 -4551.707428 -4552.617539 0.177286853757862 c019748 isogroup=15495 0.948886542442418
c019750 -5864.683613 -5864.683612 1 c019750 isogroup=15489 1
c019754 -3483.904317 -3483.904317 1 c019754 isogroup=15488 1
c019757 -869.78811 -869.78811 1 c019757 isogroup=15483 1
c019762 -239.344084 -239.344084 1 c019762 isogroup=15498 1
c019764 -5137.016361 -5137.016361 1 c019764 isogroup=15497 1
c019771 -2155.420354 -2155.602867 0.54572808727565 c019771 isogroup=15486 1
c019776 -5731.38557 -5731.38557 1 c019776 isogroup=15502 1
c019779 -3505.689638 -3508.797725 0.0126588379257566 c019779 isogroup=9024 0.325047310838614
c019780 -2591.199568 -2591.207027 0.902788725859107 c019780 isogroup=15503 1
c019781 -1674.152078 -1675.949259 0.0579758783647705 c019781 isogroup=15510 0.620534587446361
c019784 -2836.878493 -2836.878493 1 c019784 isogroup=15504 1
c019785 -2901.232925 -2901.232925 1 c019785 isogroup=15512 1
c019786 -2343.171458 -2343.171458 1 c019786 isogroup=15505 1
c019797 -4942.890881 -4943.577933 0.241108009362016 c019797 isogroup=13855 1
c019800 -4529.604284 -4529.604284 1 c019800 isogroup=15526 1
c019805 -157.83571 -157.835676 1 c019805 isogroup=15531 1
c019812 -2910.609039 -2910.609041 0.998404231853545 c019812 isogroup=15521 1
c019814 -1150.335151 -1150.335151 1 c019814 isogroup=15538 1
c019817 -1956.883546 -1960.612299 0.00631724699854086 c019817 isogroup=15540 0.246708912251001
c019818 -1248.989957 -1248.989957 1 c019818 isogroup=15940 1
c019823 -1457.688518 -1457.795157 0.644210183939271 c019823 isogroup=15541 1
c019824 -3510.515363 -3510.515363 1 c019824 isogroup=15547 1
c019825 -3262.080935 -3262.080935 1 c019825 isogroup=15542 1
c019827 -2144.30549 -2144.30549 1 c019827 isogroup=15543 1
c019830 -4020.98031 -4021.262674 0.452361507343108 c019830 isogroup=11212 1
c019835 -3109.619692 -3115.581142 0.000554480966519781 c019835 isogroup=15553 0.0711884250890584
c019838 -2742.109856 -2742.109856 1 c019838 isogroup=15561 1
c019844 -1693.315906 -1693.315906 1 c019844 isogroup=15566 1
c019847 -2718.227322 -2718.637517 0.365066163683029 c019847 isogroup=15563 1
c019851 -4424.743067 -4424.836145 0.666135389957266 c019851 isogroup=15571 1
c019856 -2173.021224 -2173.021224 1 c019856 isogroup=15576 1
c019858 -1722.220159 -1722.220162 0.998045591872232 c019858 isogroup=15936 1
c019860 -1579.051498 -1579.075165 0.827769004903859 c019860 isogroup=15580 1
c019862 -2201.114476 -2201.117807 0.934948041220338 c019862 isogroup=15964 1
c019867 -1579.627519 -1579.627519 1 c019867 isogroup=15589 1
c019875 -1020.196762 -1020.196762 1 c019875 isogroup=15598 1
c019878 -2233.934609 -2234.970767 0.149993594242917 c019878 isogroup=15933 0.884324872871406
c019879 -2713.052993 -2713.387832 0.413163893402615 c019879 isogroup=15596 1
c019880 -2696.743674 -2696.743674 1 c019880 isogroup=15602 1
c019883 -2248.446309 -2250.812173 0.0296111213943873 c019883 isogroup=15607 0.470070831285551
c019884 -1197.498006 -1197.498006 1 c019884 isogroup=15600 1
c019894 -2233.936729 -2233.936729 1 c019894 isogroup=15612 1
c019899 -3050.889779 -3051.210218 0.423393039400089 c019899 isogroup=12411 1
c019906 -1939.200143 -1947.053933 7.39273164209163e-05 c019906 isogroup=15631 0.018078749213315
c019907 -2104.327712 -2104.732475 0.368260426043769 c019907 isogroup=13786 1
c019910 -3593.510741 -3595.078329 0.0766201163914015 c019910 isogroup=15916 0.696923413832786
c019915 -1670.548749 -1670.551224 0.943910123183354 c019915 isogroup=15624 1
c019917 -4604.420937 -4604.420937 1 c019917 isogroup=15625 1
c019919 -3059.602539 -3059.630599 0.812737006242894 c019919 isogroup=15626 1
c019923 -3841.048389 -3841.048389 1 c019923 isogroup=15637 1
c019927 -1090.638425 -1090.99816 0.396317813790939 c019927 isogroup=15635 1
c019928 -3043.409323 -3043.409323 1 c019928 isogroup=15646 1
c019932 -2561.955602 -2562.892808 0.170970621939015 c019932 isogroup=15640 0.935419842181188
c019939 -2935.702355 -2939.269478 0.00756254359366535 c019939 isogroup=15642 0.269704462675475
c019945p -940.12916 -940.12916 1 c019945p isogroup=32762 1
c019946 -4502.884907 -4502.968804 0.682079837552612 c019946 isogroup=15645 1
c019950 -2598.465563 -2598.466788 0.960522849646231 c019950 isogroup=15660 1
c019964 -919.004156 -919.004156 1 c019964 isogroup=15656 1
c019965 -2482.18938 -2482.18938 1 c019965 isogroup=9268 1
c019966 -1290.617448 -1290.617448 1 c019966 isogroup=9052.1 1
c019967 -2137.12748 -2137.12748 1 c019967 isogroup=16106 1
c019978 -3478.631245 -3478.631245 1 c019978 isogroup=15684 1
c019979 -1294.240494 -1294.240494 1 c019979 isogroup=16099 1
c019981 -1260.752981 -1261.433505 0.243355936614875 c019981 isogroup=15690 1
c019982 -1843.006703 -1843.006702 1 c019982 isogroup=15979 1
c019983 -2628.240257 -2628.240257 1 c019983 isogroup=15689 1
c019998 -5071.28152 -5071.28152 1 c019998 isogroup=15702 1
c019999 -2467.318332 -2467.318332 1 c019999 isogroup=13033 1
c020000 -1648.269647 -1649.075102 0.204363931321867 c020000 isogroup=15709 1
c020008 -2446.789507 -2447.531099 0.223277019687045 c020008 isogroup=16292 1
c020022 -5074.800709 -5077.064473 0.0333537637159037 c020022 isogroup=15737 0.490105680567181
c020025 -2696.232139 -2696.162122 1 c020025 isogroup=15732 1
c020028 -1416.503105 -1416.503105 1 c020028 isogroup=15990 1
c020045 -5391.451426 -5391.548857 0.658900452727873 c020045 isogroup=15756 1
c020049 -2142.504403 -2142.507573 0.936536213560744 c020049 isogroup=15751 1
c020051 -2394.83438 -2394.83438 1 c020051 isogroup=15748 1
c020052 -581.678409 -581.686826 0.896767462150156 c020052 isogroup=15743 1
c020064 -3315.73148 -3315.73148 1 c020064 isogroup=15298 1
c020066 -3301.095912 -3302.05514 0.166026969908946 c020066 isogroup=10115 0.924261792918582
c020068 -2621.730045 -2621.803324 0.70184659953836 c020068 isogroup=15776 1
c020071 -2242.241426 -2243.158562 0.175623790420236 c020071 isogroup=15767 0.945039878289905
c020079 -3511.525941 -3512.369211 0.194057701986375 c020079 isogroup=15770 0.986199732731651
c020081 -1438.325551 -1438.325551 1 c020081 isogroup=15780 1
c020082 -1978.339826 -1982.255529 0.00513461439609601 c020082 isogroup=15774 0.231305370448693
c020089 -2429.742988 -2429.742988 1 c020089 isogroup=15800 1
c020094 -3300.976447 -3305.090507 0.00412462344283581 c020094 isogroup=15785 0.220778501037646
c020120 -1739.496819 -1739.496819 1 c020120 isogroup=15809 1
c020121 -2007.197487 -2007.197487 1 c020121 isogroup=15816 1
c020124 -2004.752632 -2004.89445 0.594327896623457 c020124 isogroup=15807 1
c020131 -1510.496614 -1510.496614 1 c020131 isogroup=13722 1
c020135 -1901.860365 -1901.922897 0.723605778694325 c020135 isogroup=15833 1
c020137 -1702.284183 -1702.284183 1 c020137 isogroup=11110 1
c020138 -2548.172077 -2548.172077 1 c020138 isogroup=16219 1
c020140 -1991.805443 -1991.805443 1 c020140 isogroup=15821 1
c020141 -2264.675101 -2264.985868 0.430477812615413 c020141 isogroup=16132 1
c020151 -481.781124 -481.785916 0.922013362767631 c020151 isogroup=15831 1
c020154 -4629.315118 -4629.432821 0.627544013393634 c020154 isogroup=16477 1
c020156 -4340.066796 -4340.066796 1 c020156 isogroup=15846 1
c020159 -3208.041516 -3208.042786 0.959804901280666 c020159 isogroup=15844 1
c020166 -2207.612816 -2207.792114 0.549287016920366 c020166 isogroup=15851 1
c020175 -1685.521635 -1686.102425 0.281138103220425 c020175 isogroup=15838 1
c020180 -1549.699536 -1549.699536 1 c020180 isogroup=15864 1
c020181 -1921.848694 -1922.369374 0.307505382730888 c020181 isogroup=15870 1
c020182 -4141.299114 -4141.299114 1 c020182 isogroup=16302 1
c020183 -1814.248921 -1816.288365 0.0434222264693462 c020183 isogroup=15869 0.552651410243686
c020186 -1266.932284 -1268.721334 0.0585460779117347 c020186 isogroup=16126 0.623112161024259
c020187 -4565.324738 -4565.924991 0.273220568653244 c020187 isogroup=15867 1
c020191 -1643.805163 -1647.669081 0.00543758813909995 c020191 isogroup=15855 0.235282462100594
c020196 -745.541309 -745.959952 0.360174131532107 c020196 isogroup=15857 1
c020198 -1224.156211 -1224.464119 0.432606349349016 c020198 isogroup=15858 1
c020204 -4311.814117 -4313.003301 0.123026011387794 c020204 isogroup=15879 0.822868878401989
c020207 -4343.549412 -4343.549412 1 c020207 isogroup=15886 1
c020208 -2975.491512 -2975.884472 0.375336686180609 c020208 isogroup=15888 1
c020212 -728.885613 -728.885725 0.988058803166415 c020212 isogroup=7471 1
c020219 -1990.79176 -1992.391592 0.0736534005431572 c020219 isogroup=15889 0.685851384386916
c020221 -3255.567404 -3261.054586 0.000923809545674397 c020221 isogroup=15896 0.099878398353913
c020224 -1869.556672 -1871.634314 0.0415048130931481 c020224 isogroup=16218 0.540984689441275
c020225 -2435.900957 -2436.069525 0.561487060511626 c020225 isogroup=15898 1
c020230 -3693.714671 -3695.401526 0.0662444206214661 c020230 isogroup=15901 0.661864245333734
c020231 -3301.75607 -3302.239472 0.32547854752938 c020231 isogroup=15911 1
c020237 -1798.365144 -1798.365144 1 c020237 isogroup=15908 1
c020254 -2542.7969 -2544.21903 0.0917008045772382 c020254 isogroup=15923 0.739873498674638
c020256 -1542.842792 -1542.846434 0.931986041431376 c020256 isogroup=15922 1
c020259 -1006.28042 -1006.921993 0.257314908313996 c020259 isogroup=15931 1
c020268 -1037.80963 -1037.80963 1 c020268 isogroup=15934 1
c020272 -4724.024135 -4724.024135 1 c020272 isogroup=15941 1
c020284 -1591.258908 -1591.461395 0.524531591531187 c020284 isogroup=15963 1
c020288 -2756.262416 -2756.262422 0.997236052387985 c020288 isogroup=15435 1
c020289 -3859.695648 -3859.695648 1 c020289 isogroup=15962 1
c020291 -2764.851268 -2764.851268 1 c020291 isogroup=16298 1
c020293 -5908.735286 -5910.123845 0.095620093064307 c020293 isogroup=15950 0.749391752974642
c020294 -1101.625293 -1101.625293 1 c020294 isogroup=15956 1
c020312 -1817.878649 -1817.878649 1 c020312 isogroup=15975 1
c020313 -3879.8106 -3879.825001 0.865237013898934 c020313 isogroup=15970 1
c020316 -1222.480364 -1222.480364 1 c020316 isogroup=15973 1
c020319 -2968.591193 -2972.00629 0.00896295296860111 c020319 isogroup=15967 0.286907440439884
c020322 -2270.129941 -2270.484646 0.399639747191599 c020322 isogroup=15982 1
c020326 -3880.807787 -3882.869846 0.0422760526223017 c020326 isogroup=16000 0.545348879602161
c020327 -3949.569387 -3949.569387 1 c020327 isogroup=15991 1
c020329 -1292.665753 -1292.665753 1 c020329 isogroup=16001 1
c020335 -3642.344406 -3642.344413 0.99701459638172 c020335 isogroup=15995 1
c020342 -2012.65598 -2020.46667 7.73747748990558e-05 c020342 isogroup=16014 0.0184817747206559
c020343 -3464.203394 -3464.422722 0.507771861218583 c020343 isogroup=16644 1
c020344 -1707.769349 -1707.769349 1 c020344 isogroup=16010 1
c020345 -562.115184 -562.115184 1 c020345 isogroup=16005 1
c020347 -1272.514637 -1273.447445 0.171978030185348 c020347 isogroup=16015 0.936201900062633
c020348 -889.815801 -889.815801 1 c020348 isogroup=16016 1
c020352 -2672.10613 -2672.970184 0.188652703883717 c020352 isogroup=16006 0.977131579218184
c020353 -4139.032002 -4141.314743 0.0326224931468893 c020353 isogroup=16002 0.485596520964371
c020363 -2921.501813 -2921.501813 1 c020363 isogroup=16031 1
c020364 -2295.972639 -2295.972639 1 c020364 isogroup=16033 1
c020366 -2323.531311 -2324.606497 0.142535350717976 c020366 isogroup=16308 0.871983907214666
c020369 -2922.225723 -2922.225723 1 c020369 isogroup=16360 1
c020389 -2411.380198 -2413.019539 0.0701852709997519 c020389 isogroup=16040 0.674974642732633
c020399 -4160.040389 -4160.040389 1 c020399 isogroup=16054 1
c020400 -4871.670436 -4872.528967 0.190071669738618 c020400 isogroup=16371 0.980472017500682
c020401 -5821.750798 -5821.750798 1 c020401 isogroup=16043 1
c020402 -1648.792516 -1649.015444 0.50430947175443 c020402 isogroup=16047 1
c020414 -3285.407794 -3285.530338 0.620555204189934 c020414 isogroup=16065 1
c020417 -4410.056483 -4411.459986 0.0938533869069804 c020417 isogroup=16059 0.745528334819486
c020423 -2295.860571 -2295.860571 1 c020423 isogroup=13892 1
c020426 -3200.608636 -3200.608636 1 c020426 isogroup=16068 1
c020430 -3736.800907 -3736.800907 1 c020430 isogroup=16078 1
c020431 -1201.923787 -1201.923787 1 c020431 isogroup=16904 1
c020440 -3188.656036 -3188.656036 1 c020440 isogroup=16093 1
c020442 -793.901507 -793.901507 1 c020442 isogroup=16092 1
c020444 -1564.994912 -1565.88115 0.183075951156248 c020444 isogroup=16091 0.959863754122421
c020446 -4536.89972 -4536.89972 1 c020446 isogroup=16090 1
c020450 -5377.029417 -5378.862115 0.0555534404559288 c020450 isogroup=16086 0.61719107556352
c020457 -1791.353529 -1791.353529 1 c020457 isogroup=16109 1
c020459 -1507.726127 -1507.726127 1 c020459 isogroup=16107 1
c020462 -3343.433511 -3344.799179 0.0983969421952521 c020462 isogroup=12204 0.754768478930123
c020468 -3678.187099 -3678.187099 1 c020468 isogroup=16128 1
c020471 -3621.820223 -3621.849372 0.809206528876211 c020471 isogroup=16116 1
c020472 -3265.608442 -3265.608442 1 c020472 isogroup=11773 1
c020473 -3150.095506 -3150.096804 0.959364600550063 c020473 isogroup=16115 1
c020474 -2875.388839 -2876.638374 0.113913548625218 c020474 isogroup=16122 0.806900729606631
c020476 -5335.619639 -5339.592219 0.00482161549454198 c020476 isogroup=16121 0.228371145707668
c020479 -804.061745 -804.917009 0.190916879531364 c020479 isogroup=16633 0.981229357036321
c020482 -2932.491197 -2932.491197 1 c020482 isogroup=16111 1
c020485 -1478.344986 -1478.568195 0.504040915747465 c020485 isogroup=16112 1
c020489 -3625.995443 -3625.995443 1 c020489 isogroup=16428 1
c020492 -2854.439222 -2854.664898 0.501693609440575 c020492 isogroup=16140 1
c020493 -1501.754073 -1501.754073 1 c020493 isogroup=16135 1
c020494 -785.753181 -786.125088 0.388441850443445 c020494 isogroup=16141 1
c020501 -3824.562359 -3824.562359 1 c020501 isogroup=16143 1
c020502 -4430.312319 -4430.312319 1 c020502 isogroup=16155 1
c020505 -4565.949385 -4569.0913 0.0121844490036552 c020505 isogroup=16164 0.316826520801373
c020507 -2778.226124 -2778.581572 0.39914652200536 c020507 isogroup=16163 1
c020510 -2870.553558 -2870.553558 1 c020510 isogroup=16159 1
c020512 -1717.913535 -1720.056554 0.0384266123456407 c020512 isogroup=16160 0.52344792493644
c020516 -1694.272972 -1694.272972 1 c020516 isogroup=16158 1
c020524 -3451.811791 -3451.811791 1 c020524 isogroup=16165 1
c020527 -3792.442444 -3792.463068 0.839059969669761 c020527 isogroup=6807 1
c020531 -1824.499179 -1824.499178 1 c020531 isogroup=16179 1
c020533 -2544.484496 -2544.484496 1 c020533 isogroup=16178 1
c020540 -3243.583758 -3243.858041 0.458904218400853 c020540 isogroup=16170 1
c020557 -646.936342 -646.936342 1 c020557 isogroup=16205 1
c020559 -2961.56033 -2961.502213 1 c020559 isogroup=16206 1
c020564 -3400.629898 -3400.629898 1 c020564 isogroup=16516 1
c020568 -3033.786653 -3033.786653 1 c020568 isogroup=16199 1
c020570 -4091.583021 -4092.30317 0.230091123659808 c020570 isogroup=16193 1
c020571 -4918.933845 -4918.933845 1 c020571 isogroup=12279 1
c020588 -2313.847839 -2314.577364 0.227081336173691 c020588 isogroup=16223 1
c020591 -5528.902626 -5528.902626 1 c020591 isogroup=16227 1
c020595 -1982.363179 -1982.774535 0.364388432175691 c020595 isogroup=15177 1
c020619 -2095.785251 -2095.785257 0.997236052283244 c020619 isogroup=13422 1
c020625 -5683.399643 -5683.399643 1 c020625 isogroup=15227 1
c020626 -2403.083991 -2406.5687 0.00829144599996084 c020626 isogroup=16636 0.279217842182288
c020628 -2597.159092 -2598.133828 0.162643759115609 c020628 isogroup=16616 0.917967974550865
c020630 -2489.200986 -2489.200986 1 c020630 isogroup=16268 1
c020633 -5562.534738 -5563.313066 0.212155518639841 c020633 isogroup=16261 1
c020636 -1095.776799 -1095.776799 1 c020636 isogroup=16266 1
c020637 -2208.222281 -2208.222281 1 c020637 isogroup=14988 1
c020638 -3791.406867 -3791.406867 1 c020638 isogroup=16269 1
c020641 -2444.345574 -2444.345574 1 c020641 isogroup=16258 1
c020643 -1887.203687 -1887.203687 1 c020643 isogroup=16273 1
c020646 -3112.115135 -3112.115135 1 c020646 isogroup=16130 1
c020648 -6521.440882 -6521.822074 0.382583484186999 c020648 isogroup=16281 1
c020649 -1950.384008 -1954.357242 0.00481813182433007 c020649 isogroup=16279 0.228371145707668
c020650 -2051.006559 -2051.028882 0.832656303295392 c020650 isogroup=16295 1
c020651 -2149.929401 -2150.059472 0.610022615695844 c020651 isogroup=16617 1
c020652 -2572.885825 -2572.885825 1 c020652 isogroup=16294 1
c020656 -2455.719088 -2455.719088 1 c020656 isogroup=16288 1
c020667 -1781.859841 -1781.859841 1 c020667 isogroup=16300 1
c020668 -887.216248 -887.222056 0.914172152688726 c020668 isogroup=12317 1
c020670 -1260.749716 -1260.749716 1 c020670 isogroup=16310 1
c020675 -950.56811 -950.56811 1 c020675 isogroup=10088 1
c020677 -2739.905082 -2739.905085 0.998045592020359 c020677 isogroup=16330 1
c020679 -944.609897 -944.609897 1 c020679 isogroup=16311 1
c020684 -2314.727265 -2314.727265 1 c020684 isogroup=14867 1
c020685 -3771.300604 -3771.300604 1 c020685 isogroup=16329 1
c020691 -2460.907415 -2461.738113 0.197414944118973 c020691 isogroup=16335 0.993565130727043
c020692 -1945.52671 -1947.502287 0.0468392364718266 c020692 isogroup=16326 0.575017872600535
c020693 -1916.639209 -1917.40542 0.215749309384311 c020693 isogroup=16334 1
c020695 -4601.70734 -4601.96127 0.476066715991852 c020695 isogroup=16333 1
c020698 -2028.294557 -2028.294557 1 c020698 isogroup=16323 1
c020706 -1885.981166 -1885.981166 1 c020706 isogroup=16340 1
c020708 -5217.228667 -5221.953138 0.0021127093380662 c020708 isogroup=16341 0.156112500800561
c020709 -2651.613146 -2651.613146 1 c020709 isogroup=16342 1
c020710 -3694.224974 -3694.224978 0.997743244677665 c020710 isogroup=16343 1
c020711 -1438.131777 -1439.187986 0.146108293320242 c020711 isogroup=16350 0.878779155374831
c020712 -2105.645064 -2105.673077 0.81289099356469 c020712 isogroup=12999 1
c020715 -3214.910951 -3214.910951 1 c020715 isogroup=16352 1
c020717 -960.41147 -961.022 0.269152726876025 c020717 isogroup=16351 1
c020723 -3822.83584 -3822.83584 1 c020723 isogroup=16357 1
c020724 -1600.558042 -1600.558042 1 c020724 isogroup=16366 1
c020728 -3033.488727 -3035.094344 0.0731343068612335 c020728 isogroup=16367 0.684742448287812
c020729 -667.072589 -668.869431 0.0579995330492169 c020729 isogroup=16359 0.620534587446361
c020734 -2480.433404 -2480.433404 1 c020734 isogroup=16354 1
c020742 -1135.944536 -1136.548892 0.271587357089813 c020742 isogroup=16378 1
c020743 -2451.039257 -2451.039257 1 c020743 isogroup=16386 1
c020746 -4402.103947 -4404.997702 0.0161404348954644 c020746 isogroup=15113 0.359893291854133
c020753 -2073.360737 -2073.360737 1 c020753 isogroup=16372 1
c020758 -1690.218336 -1690.773946 0.291816901320032 c020758 isogroup=16396 1
c020760 -2418.638688 -2419.302657 0.249172381224382 c020760 isogroup=16403 1
