contig	Nc
c018815	51.29
c018813	61.00
c018819	54.58
c050223	53.15
c002178	55.99
c002177	54.19
c002172	54.01
c042829	43.23
c042821	47.87
c000998	54.36
c000997	53.47
c000992	57.26
c000991	51.77
c006596	51.48
c013039	49.86
c006592	53.71
c013035	59.93
c013037	54.24
c028773	61.00
c028777	48.59
c001490p	53.85
c030298	36.05
c030295	44.92
c030293	61.00
c030291	58.92
c039527	35.16
c034733	47.75
c034737	55.11
c001649	54.00
c001643	53.54
c001645	52.47
c001647	54.22
c006339	57.44
c006331	58.76
c006335	52.36
c008691	53.39
c008693	59.02
c008695	56.92
c008697	60.11
c008699	37.27
c036995	51.58
c036991	61.00
c004289p	50.77
c009602	54.77
c038886	56.07
c012078	59.79
c012072	46.69
c012076	61.00
c012074	48.74
c033244	44.98
c038298	51.10
c032193	54.06
c008075	56.68
c008071	52.03
c008073	58.80
c008078	54.94
c000207	56.91
c000202	57.39
c011185	53.31
c002693	59.01
c019739	53.66
c002694	56.73
c019735	55.82
c019737	58.80
c019733	48.05
c018469	52.57
c018467	57.69
c023649	51.59
c018462	54.19
c018460	46.34
c002929	57.41
c002920	56.21
c002925	46.28
c002927	45.67
c048099	57.39
c049726	31.92
c034869	59.93
c005772	60.98
c005774	55.62
c005776	57.68
c025909	53.38
c011877	46.66
c000069m	57.31
c037215	59.61
c037210	40.13
c031359	51.88
c009789	51.97
c009786	40.72
c009780	58.71
c009782	58.20
c036896	52.68
c006528p	53.39
c009838	57.25
c009833	58.49
c009831	52.64
c009837	57.04
c009835	50.50
c000897m	57.17
c003876m	51.98
c002842	51.28
c021107	52.62
c021101	47.20
c003098m	51.77
c006163	56.60
c012037	53.65
c024284	58.16
c024286	59.28
c006167	54.62
c006166	56.01
c006169	54.77
c016213	57.55
c016211	44.01
c016214	55.67
c016218	44.66
c037890	54.31
c020068	53.66
c019661m	50.23
c021817	61.00
c021815	53.95
c021813	61.00
c021811	58.82
c012631	51.09
c020817	60.39
c025150	50.10
c025156	61.00
c026543	57.95
c025158	44.64
c011749	50.46
c011745	56.62
c011747	54.52
c011741	53.71
c011743	61.00
c017632	49.88
c004461m	33.29
c004461p	33.29
c011293	57.13
c011291	55.26
c011297	56.36
c011295	55.63
c010105	59.93
c023418	51.23
c023414	61.00
c023416	59.93
c023412	51.68
c017581	42.13
c017583	51.33
c017585	53.72
c017586	60.25
c017588	50.97
c047817	48.45
c027177	61.00
c027172	61.00
c027170	58.31
c027178	51.24
c016988	49.78
c016982	59.06
c016980	50.70
c016986	49.87
c016984	45.66
c017198	58.43
c030896	51.23
c010128	57.04
c037863	61.00
c010123	54.79
c001329m	54.24
c010127	55.44
c001607m	56.07
c001607p	53.25
c039259	39.50
c044899	46.44
c044895	43.08
c037991	58.01
c020737	57.28
c020733	58.19
c021858	61.00
c007403	47.58
c007405	59.93
c007407	53.19
c007409	56.57
c026869p	54.34
c026869m	41.82
c046031	60.88
c046037	48.52
c047389	52.52
c012170	54.76
c012274	48.17
c012276	47.72
c012270	56.12
c012272	47.57
c012279	55.92
c021466	53.43
c021464	45.14
c021462	57.66
c021460	48.69
c040061	48.30
c040065	48.76
c017574	58.07
c038901	54.22
c012890	53.19
c012892	53.38
c012894	57.11
c012896	57.12
c046961	61.00
c016157	58.22
c052780	45.76
c041739	51.17
c049126	56.63
c041737	61.00
c041731	48.77
c044527	61.00
c025199	59.52
c008284p	48.27
c054789	42.54
c012036	57.15
c017239	50.76
c004671	55.75
c008241	42.36
c000136p	57.32
c031199	53.28
c013655	55.58
c031191	47.84
c014857m	46.88
c031195	54.77
c018330	46.61
c039348	50.55
c035850	61.00
c003898	54.10
c017307	51.56
c003890	57.26
c001427	56.36
c036412	50.66
c017304	53.95
c039697	23.57
c001951m	53.73
c001951p	54.73
c004882p	59.37
c000817	57.24
c000814	56.01
c029714	56.78
c029716	57.10
c040526	56.53
c040523	57.36
c005474p	50.78
c030313	50.95
c038160	57.68
c024441	60.50
c024445	52.43
c024449	56.75
c005829	54.07
c005825	56.57
c005827	54.79
c005821	52.66
c004322m	53.10
c002308	56.60
c002301	55.48
c013678p	50.20
c002305	51.30
c002307	57.34
c006418	60.33
c004734	52.96
c006414	52.41
c006416	41.70
c041295	39.28
c041291	35.58
c003493m	56.48
c003493p	55.57
c013669	57.80
c013664	50.87
c025717	49.93
c013660	51.37
c013662	53.18
c024389	61.00
c004733	56.58
c012038	51.26
c003079	53.78
c003071	56.55
c003073	50.44
c003075	53.11
c003077	56.75
c007760	59.75
c007762	41.70
c007764	59.73
c007766	58.60
c029822	53.00
c032522	45.82
c032520	55.09
c008337p	44.19
c011561	60.66
c008483	59.59
c012134	61.00
c008337m	61.00
c048359	50.85
c019106	56.35
c019104	57.48
c019102	56.07
c019100	58.75
c004308	55.18
c004306	52.80
c004304	57.92
c023385	47.13
c023387	59.62
c026150	50.87
c050641	61.00
c003495p	50.79
c011560	48.82
c003492p	54.84
c009358	52.18
c009353	59.68
c009350	55.77
c009356	51.20
c009354	48.16
c004837	55.39
c004833	53.17
c002847p	61.00
c004839	56.69
c026421	40.11
c005496	53.39
c009977	61.00
c009975	56.34
c009971	47.97
c030837	61.00
c030835	59.19
c030833	58.03
c045402	54.53
c022861	53.14
c022864	49.41
c003139p	50.73
c024257	57.58
c010431p	44.35
c051721	57.64
c005106m	45.49
c024165	50.70
c024167	61.00
c024161	53.32
c024169	59.25
c022246	60.48
c022242	54.63
c022240	54.66
c009171p	53.14
c045974	60.48
c002511m	49.31
c005797	57.01
c005796	52.57
c016429	60.86
c005794	51.86
c016424	59.67
c016420	58.42
c005791	56.88
c014158	56.89
c014151	51.16
c014155	54.96
c001822p	58.78
c010861	59.23
c010865	59.74
c003407	59.54
c045408	54.66
c002600	51.92
c033350	47.77
c032614	56.54
c016245	41.05
c019248	51.15
c010286	55.77
c010283	57.62
c010281	53.74
c019249	46.31
c054904	61.00
c017391	53.12
c017393	61.00
c015708	61.00
c017397	55.39
c015706	47.24
c015703	41.08
c006985	51.30
c006982	57.67
c014339	48.66
c042454	29.85
c027459	54.59
c014333	57.13
c014332	54.71
c036892	61.00
c014336	54.35
c014335	53.53
c014334	59.55
c006160	57.24
c006162	55.47
c006164	50.99
c013469	49.35
c013467	49.82
c013465	52.26
c013463	50.00
c053758	49.79
c002709	60.78
c050838	47.78
c017059	58.78
c014963	55.79
c014961	51.91
c014967	49.26
c014965	53.00
c039971	61.00
c020108	61.00
c020104	57.52
c020102	59.02
c020100	55.13
c046591	55.40
c009627	57.41
c052352	46.39
c007211	56.68
c007213	54.69
c008247	54.88
c045488	39.01
c007219	57.69
c045484	47.55
c048197	59.79
c040344	56.29
c018614	55.68
c018616	55.54
c018610	46.06
c018612	48.52
c018619	56.99
c005654	53.23
c003440	56.85
c003442	53.80
c003444	54.55
c047644	36.59
c003448	55.02
c047648	38.13
c005652	53.21
c033948	61.00
c033945	43.39
c037648	54.76
c025020	59.44
c037641	59.04
c037644	58.92
c014083	61.00
c001691p	59.65
c013115	56.20
c018044	54.52
c006986	51.35
c006984	53.23
c006980	61.00
c041161	34.97
c006988	57.89
c000131	59.91
c000133	55.87
c000135	58.33
c000137	55.53
c005328	58.68
c011568	50.59
c028678	55.91
c028672	59.38
c028676	56.86
c054247	52.47
c054245	40.88
c035649	60.21
c007064m	59.28
c035641	59.27
c005984	53.69
c005982	58.20
c005980	51.76
c005989	54.68
c016016	41.19
c017245p	54.28
c034021	61.00
c034027	58.83
c017245m	61.00
c029502	54.82
c024367	48.14
c024365	56.01
c024361	61.00
c024369	54.14
c005203m	53.14
c034687	51.38
c034681	55.61
c003404	61.00
c002519	57.10
c033555	55.92
c002512	57.80
c002516	56.40
c006608	51.97
c008843	60.62
c006601	51.28
c006604	50.87
c006606	58.16
c008765	51.89
c008767	55.68
c008762	51.71
c008847	55.84
c008848	49.46
c033087	57.96
c025509	50.42
c022739	57.78
c025505	43.69
c025500	58.27
c025502	54.44
c002691p	51.15
c026059	59.76
c026057	58.16
c026055	58.53
c002691m	55.02
c032685	59.40
c032689	52.88
c047555	53.66
c015073	56.48
c015072	53.69
c049835	36.31
c049833	40.19
c003316m	52.99
c027619	49.88
c027615	45.06
c027611	61.00
c009098	57.63
c009097	51.88
c009091	55.85
c009093	56.71
c021614	51.94
c021617	57.68
c021611	38.56
c005644	61.00
c005646	55.25
c005642	54.80
c009541	52.46
c005648	57.15
c009545	50.08
c001379	55.13
c001378	58.35
c012649	52.26
c001371	54.42
c001375	59.57
c042043	52.95
c036872	51.51
c019011	56.00
c036873	51.19
c004213	56.32
c004212	55.68
c016586	53.93
c019853	61.00
c016580	57.00
c019858	55.72
c016589	47.90
c017988	46.50
c036877	49.46
c017986	52.01
c017980	57.34
c005016m	51.13
c002122m	52.19
c011588	49.96
c011580	60.34
c023969	56.09
c023965	60.51
c023967	57.35
c023962	52.44
c002195p	57.49
c007817p	55.18
c014298	45.76
c014296	59.26
c014290	55.63
c014292	61.00
c010986	55.87
c010982	61.00
c045800	55.63
c016671	52.55
c045804	43.44
c011329	53.36
c011324	54.56
c011322	50.96
c011320	53.29
c014749	56.38
c014743	45.55
c014741	56.06
c014747	54.26
c010638	57.10
c054000	44.81
c054002	43.70
c000569m	47.13
c035332	49.94
c000396m	61.00
c004744p	51.06
c001996m	56.53
c001579	54.02
c001572	51.04
c001574	47.53
c040971	34.76
c040976	55.12
c003223	55.99
c003225	52.84
c003226	54.45
c007931	59.41
c007933	51.15
c007935	60.10
c007937	59.42
c007939	53.73
c027233	53.00
c015919	58.60
c015915	45.98
c015917	54.26
c015913	49.18
c012208p	51.44
c012744	56.83
c036914	45.82
c029422	42.08
c031061	50.86
c031066	39.70
c004581m	50.56
c007395	51.50
c007397	60.14
c007391	46.90
c008561	52.13
c007399	56.49
c008569	45.41
c000811p	55.86
c000754	60.03
c038217	44.85
c038215	54.82
c038213	61.00
c019448	50.71
c019446	49.02
c019444	55.49
c019442	61.00
c019440	54.22
c007063	52.04
c007061	55.51
c007067	56.29
c000286	55.86
c000284	55.89
c000282	50.39
c000280	55.31
c002618	56.33
c002610	55.49
c002614	50.85
c052098	58.17
c052096	32.59
c003563	59.61
c032119	43.74
c001887	57.27
c001885	54.63
c052546	49.10
c052544	59.02
c018790	55.39
c018794	48.45
c006701	55.99
c003561	57.62
c006702	59.02
c040152	45.51
c006707	56.75
c003608p	57.56
c009020	49.42
c032805	47.35
c006820	57.17
c006823	52.83
c006825	56.39
c006827	55.33
c036127	45.10
c009707	57.66
c036123	51.49
c009708	52.35
c036128	55.50
c003406	57.64
c007860m	58.62
c016118	54.50
c020855	47.81
c020856	56.99
c020858	59.11
c016113	55.81
c016112	57.96
c016114	52.97
c025388	58.21
c013575	42.40
c022737	56.19
c013571	54.62
c022732	57.28
c022733	54.07
c022730	54.89
c001108p	54.88
c013579	55.05
c021899	47.66
c021895	61.00
c021893	61.00
c022548	57.08
c022546	58.52
c023497	49.96
c023491	61.00
c023493	59.45
c033720	50.37
c033724	58.75
c010274p	54.72
c010434	59.87
c010436	45.51
c010430	57.77
c010439	49.97
c016903	58.17
c016907	47.69
c016909	52.27
c030615	61.00
c023239	48.18
c023231	44.90
c023235	58.23
c023237	61.00
c027795	50.08
c027799	27.15
c032065	56.09
c020448	56.95
c020446	56.03
c020444	58.23
c020442	37.14
c020440	57.41
c006583m	59.16
c004098	51.24
c004096	53.06
c004094	59.60
c004092	57.31
c006583p	61.00
c009268	51.12
c009266	54.40
c009264	51.17
c043972	42.10
c004725	58.76
c004727	55.47
c004721	56.27
c004722	61.00
c004728	53.64
c045230	53.85
c021799	47.56
c021791	50.42
c027820	60.01
c027822	48.44
c020356	54.23
c045048	61.00
c014888	57.62
c001245	56.72
c014883	54.44
c014886	52.88
c003904m	50.59
c002038p	47.61
c001088p	48.03
c042763	61.00
c042768	46.55
c047303	54.28
c012812	59.29
c012814	51.87
c017868	55.86
c052700	61.00
c022956	51.24
c022954	49.73
c022952	57.70
c022959	51.98
c003855	56.04
c054704	40.81
c008963	58.05
c054709	60.97
c003851	54.71
c037454	61.00
c037459	60.55
c015338	54.94
c015334	56.79
c015336	52.05
c015330	57.19
c003812	57.10
c003810	49.80
c011429	44.06
c003819	49.74
c011423	55.53
c011466	54.37
c012223	61.00
c029790	51.98
c029792	56.00
c018912	53.84
c014063	51.45
c014061	61.00
c010779	56.86
c010777	60.05
c010774	50.17
c010772	53.65
c010770	53.88
c001231p	58.18
c002032	61.00
c002036	52.05
c001231m	55.23
c000899	57.38
c000893	56.15
c000896	56.83
c000894	54.67
c022419p	57.14
c002383	51.03
c002385	58.52
c002389	59.35
c006491	61.00
c006493	54.41
c006495	55.30
c013378	49.65
c013374	48.80
c013370	51.88
c012388	50.21
c030398	49.82
c035147	56.70
c004110	49.83
c004111	54.43
c004064	44.81
c003383	54.34
c003381	52.04
c003387	53.26
c003385	54.30
c036143	47.35
c001723	55.50
c001727	56.26
c001725	58.83
c006274	56.36
c006276	53.19
c006270	56.07
c006272	53.98
c006278	57.94
c008952	55.71
c008950	55.80
c008956	51.87
c008958	59.21
c013808	58.73
c013802	54.98
c013804	61.00
c013806	52.26
c054388	44.81
c012477	55.06
c026267	46.02
c026261	50.75
c013215p	56.29
c024932	52.35
c024930	54.28
c024936	46.32
c024934	60.29
c024939	46.80
c001515m	53.52
c000712p	53.27
c000522	55.87
c000520	56.49
c000526	57.87
c000528	55.57
c001186	56.87
c018589	60.09
c018580	55.11
c018584	51.51
c018586	55.96
c002808	56.29
c002800	52.03
c002806	51.21
c002805	56.13
c019186	58.33
c019184	47.42
c019182	55.15
c018236	61.00
c018232	50.54
c018230	58.70
c018238	61.00
c014473	55.30
c014479	59.62
c014220	46.12
c043726	46.63
c043720	61.00
c020187	56.69
c020183	55.79
c020181	49.06
c014227	57.66
c020189	58.43
c028414	51.71
c028417	58.65
c019936	53.54
c011970	56.91
c011976	59.24
c011974	54.28
c017123	54.97
c017121	56.40
c012339	57.33
c017129	59.84
c021580	56.99
c021237	52.79
c021233	47.92
c021231	52.73
c012994	52.13
c012996	55.70
c012990	61.00
c012992	55.34
c012998	59.86
c019340	46.81
c019342	54.12
c047138	53.28
c018030	61.00
c018034	55.17
c041478	52.63
c041476	61.00
c041472	46.50
c041470	53.21
c027687	37.47
c001873m	55.21
c016349	48.68
c016347	50.58
c016341	53.61
c016343	58.61
c037393	61.00
c037391	54.55
c037397	54.03
c037395	59.62
c044375	56.14
c039262	50.11
c025756	52.73
c036512	23.12
c036515	61.00
c014584	52.17
c028109	48.81
c006503m	60.48
c015502	61.00
c015500	51.73
c049398	54.75
c011614	49.66
c011612	52.62
c011610	49.02
c023738	38.40
c031729	44.05
c031727	61.00
c029585	48.62
c029587	54.81
c005906	54.36
c005905	56.33
c005903	57.49
c001489	50.00
c001487	53.81
c001483	51.64
c004768m	57.48
c041396	27.57
c002590	58.11
c002595	55.61
c002597	56.16
c013109	53.78
c006682	60.00
c006684	58.86
c006687	57.05
c013100	55.65
c025050	43.74
c007215m	48.54
c048872	27.50
c001250p	49.14
c048876	58.73
c025586	49.84
c034609	55.29
c025582	49.70
c028350	57.81
c007885	55.07
c007887	56.20
c008852	61.00
c008850	56.64
c007888	48.79
c008858	56.08
c043821	55.58
c043820	41.35
c032602	60.59
c032607	60.70
c003643	55.22
c003641	54.25
c003647	56.25
c003644	55.91
c012678	48.62
c007550	51.35
c007556	55.18
c007554	53.57
c012673	59.13
c012675	54.46
c026586	58.74
c019029	61.00
c019022	58.81
c048258	47.29
c019027	54.59
c004225	50.86
c024872	52.12
c024870	53.17
c004229	54.62
c000728m	55.08
c029005	48.66
c029000	54.51
c001110	58.54
c019851	52.98
c048502	38.27
c004190	52.66
c004195	58.20
c004199	56.02
c015168	60.57
c019857	55.11
c016581	41.16
c000857m	55.33
c000076p	56.03
c015166	52.09
c004575	54.38
c004576	56.54
c015162	54.39
c009016	53.24
c005573	54.39
c009013	52.17
c009018	52.78
c005579	53.56
c007423m	51.18
c025835	52.27
c025832	52.30
c053514	53.80
c043311	61.00
c043313	37.18
c043312	55.70
c020340	61.00
c020342	55.99
c020347	51.64
c020348	44.00
c030974	48.75
c030978	59.53
c017067	58.62
c045504	57.09
c017287	57.87
c026225	48.48
c000453p	53.48
c017281	56.25
c024418	60.76
c024046	49.65
c021038	55.71
c050880	35.29
c024412	58.73
c019149	52.90
c000662m	54.74
c016509	61.00
c016507	50.28
c016505	52.95
c016503	59.69
c016501	61.00
c015058	52.92
c044170	42.67
c010904	47.10
c010906	60.73
c010902	51.83
c010908	61.00
c004957p	53.64
c022078	51.46
c022070	50.35
c022072	61.00
c023709	48.16
c023707	53.22
c031206	49.91
c031204	56.69
c017746	61.00
c017744	56.80
c017742	53.75
c017740	51.16
c002844	58.06
c010014	49.48
c017299	55.00
c010010	61.00
c051657	44.47
c017293	53.43
c015668	54.21
c015666	49.05
c015665	55.34
c015663	53.01
c015661	50.12
c050309	50.60
c027080	49.47
c027086	56.06
c027088	53.75
c002333p	53.42
c015992	58.98
c002333m	57.44
c015999	61.00
c027558	61.00
c027554	54.88
c028737	53.22
c042648	43.44
c042645	52.31
c006043	50.04
c006041	59.12
c006047	47.96
c006045	56.49
c006049	52.82
c053654	41.50
c046149	53.38
c008981	51.90
c008983	47.91
c008982	51.58
c020029	54.45
c020022	56.10
c020024	59.08
c020026	53.35
c052014	61.00
c052012	52.62
c007318	52.61
c007314	57.94
c007316	58.13
c007313	56.34
c001803	56.90
c012855	57.70
c001804	54.69
c040268	42.33
c037982	48.12
c018712	60.59
c018714	61.00
c018719	61.00
c045616	29.12
c045613	53.86
c046494	36.99
c046496	45.15
c046490	38.80
c002843	55.73
c047764	61.00
c003523	59.43
c003521	52.87
c003524	55.88
c003528	52.95
c016670	55.60
c011426	51.36
c033861	51.75
c016673	53.41
c018899	55.45
c048728	43.28
c005898m	52.23
c004970	55.54
c004972	58.72
c004974	50.61
c004976	57.08
c004978	50.02
c018893	61.00
c000078	57.21
c044238	36.36
c000072	58.52
c013634	52.25
c001938p	57.53
c013631	42.74
c041511	43.06
c031682	54.72
c028531	61.00
c054365	47.67
c054361	46.13
c032880	56.40
c008458	52.51
c035479	51.91
c007853p	41.67
c035473	52.61
c010632	57.26
c053648	41.78
c010630	52.93
c010631	53.21
c000927	50.58
c046151	46.04
c000921	56.32
c034100	61.00
c010635	61.00
c029667	59.90
c029663	53.66
c001033	58.26
c001031	51.48
c001037	58.95
c001035	51.74
c030229	61.00
c030227	56.60
c038018	50.22
c024534	50.90
c024532	60.93
c038016	50.63
c033458	52.22
c026973	61.00
c033454	57.32
c033456	58.22
c002414	53.73
c002416	53.78
c002413	58.95
c006565	50.51
c006567	60.39
c006561	51.87
c006563	56.93
c006569	59.78
c008646	49.41
c008644	56.74
c008642	56.30
c008640	61.00
c004284m	46.70
c008648	61.00
c004284p	50.52
c022488	59.71
c022679	58.04
c022671	57.61
c022677	52.97
c022675	54.65
c026399	57.00
c026392	54.39
c034815	56.35
c034810	49.26
c034812	57.24
c032413	42.09
c035608	57.85
c011505	49.73
c004016	55.95
c004014	50.94
c004012	54.69
c004010	54.03
c004019	54.95
c049971	53.01
c050777	59.97
c017897	61.00
c027713	61.00
c027717	44.68
c027715	45.98
c031945	52.75
c031947	39.23
c009191	52.43
c009193	49.20
c009195	53.98
c021714	48.51
c021716	58.41
c021718	53.91
c043119	52.28
c014801	54.37
c014805	61.00
c014809	52.55
c005056	57.00
c053321	38.82
c005052	60.56
c002437p	53.73
c002568p	58.84
c002568m	55.35
c017215	47.13
c017216	44.72
c006092p	53.71
c006402m	49.58
c015046	60.53
c015044	56.06
c015042	48.05
c047560	58.99
c043451	37.01
c019250	53.19
c043185	41.61
c020288	57.89
c014399	55.90
c015408	53.71
c014393	54.41
c014395	51.52
c014397	52.57
c011577	59.68
c016739	61.00
c045920	52.24
c016731	58.42
c016733	48.11
c016736	58.92
c011249	58.61
c018993	47.27
c011244	56.06
c018706	57.04
c049079	42.95
c054166	53.47
c054160	61.00
c004068	54.26
c022325	47.63
c035273	55.87
c006170	49.70
c022324	52.71
c037920	54.69
c037922	40.97
c006171	55.73
c001237	55.87
c045071	61.00
c022326	49.02
c003302	52.76
c003306	57.31
c003304	61.00
c003308	58.54
c015818	48.11
c015812	55.00
c015814	56.75
c012423	53.67
c012425	61.00
c012427	51.35
c012429	58.32
c003779	52.59
c006765	53.22
c006762	53.56
c006769	58.70
c000658	51.04
c000651	57.71
c029272	54.90
c029271	54.65
c016540m	61.00
c044849	58.83
c044845	50.70
c012284	57.10
c012280	48.93
c012282	55.65
c012288	52.94
c019675	51.69
c019677	60.10
c052196	47.42
c013881	49.71
c013883	48.82
c013889	58.05
c012741	55.38
c012742	53.78
c002882	54.80
c002881	57.97
c002884	53.09
c030132	50.85
c012749	59.33
c008339	56.47
c007105	52.29
c007101	49.25
c007103	46.40
c048686	59.84
c030139	55.90
c015061	55.76
c018501	55.29
c018503	48.83
c018505	56.25
c018507	57.16
c018509	40.85
c048578	45.85
c049483	59.87
c049487	58.10
c015064	53.32
c032966	50.91
c032962	57.10
c036209	54.88
c008567	54.39
c008565	59.43
c049223	52.38
c005219	56.02
c028476	55.24
c003919p	53.93
c015465	56.13
c030529	47.69
c030525	53.57
c030527	54.33
c030523	52.29
c001582	58.87
c001177	44.59
c001174	52.10
c001172	57.99
c011946p	59.30
c025297	56.87
c025293	58.67
c034334	61.00
c002162	51.41
c003543m	54.47
c015143	50.81
c021998	54.78
c021993	55.76
c024743	57.23
c021997	59.06
c024747	56.42
c025438	54.96
c022428	57.10
c025433	47.69
c023591	51.56
c023593	52.76
c023595	57.81
c023597	61.00
c006030p	53.45
c033179	51.26
c007065	51.94
c033174	61.00
c009492	57.40
c007068	51.46
c001355p	51.01
c023375	49.58
c023377	49.73
c023371	53.42
c003746m	51.22
c009499	54.30
c011483p	37.35
c021958	52.75
c002318p	50.86
c002617	56.78
c032222	46.13
c032229	47.65
c009389	42.03
c009381	44.16
c009383	43.25
c009385	53.89
c009387	50.47
c020670	61.00
c020675	51.17
c020677	52.13
c020679	61.00
c016465	57.19
c004607	57.40
c004602	55.77
c004600	60.22
c004608	51.27
c009435	49.59
c009433	47.67
c009431	51.17
c009438	59.72
c002376p	57.40
c009025	50.33
c050484	52.33
c050486	49.32
c027903	52.15
c027907	59.71
c027905	56.76
c028765	49.83
c028764	52.87
c021502	61.00
c021504	61.00
c021506	45.58
c021508	61.00
c022206	55.05
c022207	50.46
c051990	61.00
c053170	61.00
c053172	50.16
c042138	51.34
c003263m	40.95
c006203m	61.00
c000093p	59.92
c005788m	53.33
c000093m	56.65
c037313	54.99
c012918	41.99
c012914	53.21
c012916	48.82
c012913	53.96
c007537p	47.45
c019927	61.00
c019923	54.13
c052549	50.79
c007537m	51.84
c000769	54.82
c007418	42.63
c004940	51.05
c044440	52.09
c044442	50.06
c004943	55.68
c004942	47.74
c016728p	58.00
c007419	56.41
c015587	58.53
c015585	54.73
c016728m	58.16
c015588	53.72
c011696	55.20
c011694	47.31
c011692	48.13
c011690	57.00
c036046	45.80
c023810	53.77
c023812	57.59
c023816	59.37
c029852	61.00
c029856	55.99
c029858	61.00
c009719m	46.11
c014188	54.03
c036599	48.82
c014180	49.79
c014182	48.98
c014186	61.00
c039778	58.81
c038681	61.00
c038683	47.71
c034709	51.22
c014636	51.78
c014634	54.48
c014630	47.44
c007357	56.73
c014639	55.11
c010527	42.46
c010525	52.25
c010523	58.71
c010521	59.72
c051144	58.28
c010529	35.53
c002263	50.22
