contig	species	dN	dS	dNdS
c010139	Spistillat	0.0107	1.8180	0.0059
c010146	Spistillat	0.1499	10.8762	0.0138
c010148	Spistillat	0.2516	2.3611	0.1065
c010151	Spistillat	0.4145	1.9075	0.2173
c010156m	Spistillat	0.1021	2.1973	0.0465
c010159	Spistillat	0.0075	2.4072	0.0031
c010162	Spistillat	0.1352	56.7612	0.0024
c010165	Spistillat	0.0107	1.3967	0.0077
c010169	Spistillat	0.1923	1.7465	0.1101
c010172	Spistillat	0.1159	1.5739	0.0736
c010183	Spistillat	0.3479	1.9892	0.1749
c010185	Spistillat	0.2888	2.6390	0.1094
c010188	Spistillat	0.0689	1.0445	0.0660
c010190	Spistillat	0.1046	2.6604	0.0393
c010200	Spistillat	0.3825	63.3981	0.0060
c010215	Spistillat	0.1381	1.4826	0.0931
c010222	Spistillat	0.0872	1.1770	0.0741
c010223	Spistillat	0.0909	1.9132	0.0475
c010240	Spistillat	0.1483	3.1017	0.0478
c010250	Spistillat	0.0967	1.4636	0.0661
c010256	Spistillat	0.3397	1.9688	0.1725
c010260p	Spistillat	0.1260	4.4756	0.0281
c010266	Spistillat	0.1715	2.0282	0.0845
c010279	Spistillat	0.0766	1.8861	0.0406
c010281	Spistillat	0.1690	3.6650	0.0461
c010288m	Spistillat	0.0451	2.2232	0.0203
c010308p	Spistillat	0.5015	65.1809	0.0077
c010323	Spistillat	0.1210	1.7359	0.0697
c010324	Spistillat	0.0558	1.5558	0.0358
c010331	Spistillat	0.1416	1.7004	0.0833
c010346	Spistillat	0.0893	1.7414	0.0513
c010363	Spistillat	0.1333	3.9623	0.0336
c010367	Spistillat	0.2067	2.0458	0.1011
c010377	Spistillat	0.2746	5.6848	0.0483
c010383	Spistillat	0.1272	1.9911	0.0639
c010385	Spistillat	0.0720	1.8157	0.0396
c010387	Spistillat	0.3858	8.8154	0.0438
c010414m	Spistillat	0.1734	2.5234	0.0687
c010425	Spistillat	0.1483	8.8298	0.0168
c010430	Spistillat	0.0361	1.2405	0.0291
c010445	Spistillat	0.1173	0.9532	0.1230
c010455	Spistillat	0.2338	4.0393	0.0579
c010457	Spistillat	0.0185	1.8625	0.0099
c010459	Spistillat	0.1108	2.4227	0.0457
c010465	Spistillat	0.3813	2.7877	0.1368
c010466	Spistillat	0.1891	3.6003	0.0525
c010470	Spistillat	0.1734	62.5189	0.0028
c010483	Spistillat	0.4353	5.8645	0.0742
c010484	Spistillat	0.0126	2.6284	0.0048
c010490	Spistillat	0.1102	1.3092	0.0842
c010506	Spistillat	0.3314	3.7016	0.0895
c010516	Spistillat	0.0995	1.6953	0.0587
c010550	Spistillat	0.2050	4.5718	0.0448
c010570	Spistillat	0.0985	1.9271	0.0511
c010580	Spistillat	0.0257	1.4559	0.0177
c010588	Spistillat	0.2096	3.2094	0.0653
c010599	Spistillat	0.0599	2.0381	0.0294
c010618	Spistillat	0.3755	1.5713	0.2390
c010627	Spistillat	0.0921	1.5706	0.0586
c010657	Spistillat	0.0531	1.5651	0.0340
c010669	Spistillat	0.1115	1.9840	0.0562
c010690	Spistillat	0.2893	4.5037	0.0642
c010697	Spistillat	0.2003	1.5379	0.1303
c010699	Spistillat	0.2203	2.5859	0.0852
c010701	Spistillat	0.0673	1.4143	0.0476
c010704m	Spistillat	0.0520	1.9858	0.0262
c010704p	Spistillat	0.1171	4.1759	0.0280
c010714	Spistillat	0.3411	3.6032	0.0947
c010726	Spistillat	0.1950	2.7539	0.0708
c010734	Spistillat	0.1494	2.4938	0.0599
c010744	Spistillat	0.2203	3.2946	0.0669
c010747	Spistillat	0.1370	1.7175	0.0798
c010751	Spistillat	0.0272	1.6642	0.0163
c010771	Spistillat	0.6394	67.4877	0.0095
c010774	Spistillat	0.0054	0.9443	0.0057
c010790	Spistillat	0.1646	1.8138	0.0908
c010796	Spistillat	0.1171	8.6298	0.0136
c010801	Spistillat	0.0621	1.0131	0.0613
c010817	Spistillat	0.0520	1.2846	0.0405
c010822	Spistillat	0.0744	2.1594	0.0345
c010827	Spistillat	0.0577	1.6969	0.0340
c010832	Spistillat	0.0490	1.5223	0.0322
c010838	Spistillat	0.3355	3.6827	0.0911
c010843	Spistillat	0.1259	2.4024	0.0524
c010846	Spistillat	0.1296	1.6090	0.0805
c010851	Spistillat	0.1297	1.4046	0.0923
c010855	Spistillat	0.0757	1.0974	0.0690
c010875	Spistillat	0.1280	2.5108	0.0510
c010890	Spistillat	0.0624	2.3543	0.0265
c010892	Spistillat	0.0794	2.3610	0.0337
c010902	Spistillat	0.1372	3.1131	0.0441
c010906	Spistillat	0.0952	2.3108	0.0412
c010911	Spistillat	0.2658	2.1873	0.1215
c010912	Spistillat	0.1885	2.0700	0.0911
c010925	Spistillat	0.1712	2.0491	0.0836
c010931	Spistillat	0.3366	68.5891	0.0049
c010935	Spistillat	0.0494	1.5288	0.0323
c010963	Spistillat	0.4161	6.4814	0.0642
c010966	Spistillat	0.7909	3.4233	0.2310
c010983	Spistillat	0.1865	1.9185	0.0972
c010986	Spistillat	0.2534	3.0021	0.0844
c010997	Spistillat	0.1224	1.5194	0.0806
c011004	Spistillat	0.2337	2.3283	0.1004
c011007	Spistillat	0.0093	1.1315	0.0082
c011012	Spistillat	0.1766	1.9299	0.0915
c011022	Spistillat	0.4539	5.7628	0.0788
c011023	Spistillat	0.1687	2.1341	0.0790
c011024	Spistillat	0.3021	2.3090	0.1309
c011030	Spistillat	0.3998	2.0590	0.1942
c011038	Spistillat	0.0687	1.6792	0.0409
c011049	Spistillat	0.0123	1.5342	0.0080
c011052	Spistillat	0.0611	2.3636	0.0258
c011056	Spistillat	0.2243	3.5894	0.0625
c011070	Spistillat	0.1622	1.4368	0.1129
c011071	Spistillat	0.1979	3.4063	0.0581
c011074	Spistillat	0.0735	1.9747	0.0372
c011082	Spistillat	0.0710	1.9256	0.0369
c011084	Spistillat	0.4395	8.0834	0.0544
c011092	Spistillat	0.0643	1.3019	0.0494
c011097	Spistillat	0.0881	5.2360	0.0168
c011100	Spistillat	0.1253	2.1611	0.0580
c011102	Spistillat	0.0149	1.7073	0.0087
c011104	Spistillat	0.0846	1.7823	0.0474
c011116	Spistillat	0.2353	1.5885	0.1481
c011117	Spistillat	0.1414	4.2412	0.0333
c011122	Spistillat	0.1719	1.5055	0.1142
c011151	Spistillat	0.4491	68.0987	0.0066
c011156	Spistillat	0.0594	1.2036	0.0493
c011169	Spistillat	0.3177	1.9785	0.1606
c011175	Spistillat	0.4787	2.9458	0.1625
c011179	Spistillat	0.1276	2.6101	0.0489
c011185	Spistillat	0.1173	1.7965	0.0653
c011187	Spistillat	0.4055	6.7004	0.0605
c011196	Spistillat	0.0847	2.1067	0.0402
c011198	Spistillat	0.1482	3.0819	0.0481
c011199	Spistillat	0.1083	2.4260	0.0446
c011201	Spistillat	0.1554	1.8959	0.0820
c011220	Spistillat	0.0534	1.4421	0.0370
c011223	Spistillat	0.2254	1.2115	0.1861
c011226	Spistillat	0.0834	1.3997	0.0596
c011232	Spistillat	0.0876	1.9345	0.0453
c011235	Spistillat	0.3547	4.2033	0.0844
c011243	Spistillat	0.1485	3.2209	0.0461
c011246	Spistillat	0.2513	1.6818	0.1494
c011249	Spistillat	0.0815	1.3085	0.0623
c011250	Spistillat	0.1305	2.0578	0.0634
c011255	Spistillat	0.0467	1.8144	0.0257
c011265	Spistillat	0.0185	2.3912	0.0077
c011282	Spistillat	0.0650	1.5808	0.0411
c011283	Spistillat	0.0420	2.1108	0.0199
c011296	Spistillat	0.1611	1.1622	0.1386
c011306	Spistillat	0.4214	3.8877	0.1084
c011314	Spistillat	0.2069	1.6874	0.1226
c011318	Spistillat	0.5497	91.4988	0.0060
c011319	Spistillat	0.1794	3.3966	0.0528
c011328	Spistillat	0.1223	2.5379	0.0482
c011332	Spistillat	0.1120	4.4896	0.0250
c011335	Spistillat	0.2694	2.0986	0.1284
c011337	Spistillat	0.0331	1.8795	0.0176
c011341	Spistillat	0.6656	1.7847	0.3730
c011348	Spistillat	0.1333	2.9995	0.0444
c011364	Spistillat	0.1149	2.0453	0.0562
c011366	Spistillat	0.2371	63.2314	0.0037
c011367	Spistillat	0.5023	2.2862	0.2197
c011368	Spistillat	0.1199	1.5173	0.0790
c011372	Spistillat	0.0401	4.1968	0.0096
c011373	Spistillat	0.6776	58.7736	0.0115
c011375	Spistillat	0.1676	7.5402	0.0222
c011384p	Spistillat	0.0241	3.4463	0.0070
c011388	Spistillat	0.1156	1.4299	0.0808
c011401p	Spistillat	0.1952	4.5138	0.0432
c011404	Spistillat	0.3359	2.2360	0.1502
c011421	Spistillat	0.1995	1.4694	0.1358
c011422	Spistillat	0.3810	8.5235	0.0447
c011428	Spistillat	0.0487	1.5708	0.0310
c011438	Spistillat	0.1568	2.5941	0.0605
c011449	Spistillat	0.2003	2.0280	0.0987
c011466	Spistillat	0.0700	1.3875	0.0505
c011478	Spistillat	0.0413	1.4012	0.0294
c011481	Spistillat	0.1628	1.9303	0.0843
c011488	Spistillat	0.0558	3.0266	0.0184
c011503	Spistillat	0.0668	2.0485	0.0326
c011506	Spistillat	0.0675	0.7077	0.0953
c011507	Spistillat	0.0945	4.1820	0.0226
c011508	Spistillat	0.1360	1.3000	0.1046
c011511	Spistillat	0.0757	3.7634	0.0201
c011515	Spistillat	0.2929	2.4033	0.1219
c011522	Spistillat	0.1041	2.1193	0.0491
c011524	Spistillat	0.0789	2.9905	0.0264
c011530p	Spistillat	0.1531	76.9863	0.0020
c011531	Spistillat	0.1899	1.2414	0.1530
c011534	Spistillat	0.2054	2.3510	0.0873
c011547m	Spistillat	0.2130	3.4609	0.0615
c011549	Spistillat	0.3111	2.6086	0.1193
c011562	Spistillat	0.0996	1.5449	0.0645
c011576	Spistillat	0.1115	1.2736	0.0876
c011596	Spistillat	0.2627	2.2821	0.1151
c011597	Spistillat	0.1302	3.8408	0.0339
c011602	Spistillat	0.0083	1.5882	0.0052
c011621	Spistillat	0.1784	2.7834	0.0641
c011630	Spistillat	0.1112	3.9021	0.0285
c011632	Spistillat	0.1874	3.8115	0.0492
c011633	Spistillat	0.2425	15.2309	0.0159
c011635	Spistillat	0.0480	1.7128	0.0280
c011637	Spistillat	0.1574	9.7524	0.0161
c011638	Spistillat	0.0503	2.3012	0.0218
c011642	Spistillat	0.6419	2.5028	0.2565
c011658m	Spistillat	0.0957	1.8133	0.0528
c011662	Spistillat	0.1099	1.6578	0.0663
c011666	Spistillat	0.0498	9.4455	0.0053
c011689	Spistillat	0.1496	2.6214	0.0571
c011695	Spistillat	0.0389	1.3834	0.0281
c011711	Spistillat	0.2260	2.5241	0.0895
c011725	Spistillat	0.0577	1.4727	0.0392
c011726m	Spistillat	0.0026	2.0781	0.0013
c011750	Spistillat	0.0294	3.7807	0.0078
c011783	Spistillat	0.1962	2.4238	0.0809
c011808	Spistillat	0.2394	2.4965	0.0959
c011809	Spistillat	0.0700	1.4842	0.0471
c011812m	Spistillat	0.1705	65.4948	0.0026
c011822p	Spistillat	0.2690	1.6392	0.1641
c011828	Spistillat	0.0556	1.8932	0.0294
c011834	Spistillat	0.0766	1.1334	0.0676
c011838	Spistillat	0.1497	2.3731	0.0631
c011839	Spistillat	0.3157	65.3451	0.0048
c011840	Spistillat	0.6425	2.6384	0.2435
c011847	Spistillat	0.2033	3.7651	0.0540
c011851	Spistillat	0.0343	2.8559	0.0120
c011852	Spistillat	0.1578	1.7008	0.0928
c011854	Spistillat	0.0162	1.1159	0.0145
c011859	Spistillat	0.1067	2.7414	0.0389
c011860	Spistillat	0.0295	1.2212	0.0242
c011865	Spistillat	0.0832	2.0593	0.0404
c011870	Spistillat	0.1361	2.4243	0.0561
c011872	Spistillat	0.0332	2.0076	0.0166
c011877	Spistillat	0.1586	6.4643	0.0245
c011880	Spistillat	0.1396	5.0339	0.0277
c011885	Spistillat	0.1273	2.3600	0.0539
c011890	Spistillat	0.1015	1.1262	0.0902
c011891	Spistillat	0.0971	2.4370	0.0398
c011894	Spistillat	0.1392	1.2709	0.1095
c011904	Spistillat	0.5676	60.6899	0.0094
c011906	Spistillat	0.0549	1.0866	0.0505
c011909	Spistillat	0.5045	6.8714	0.0734
c011911	Spistillat	0.0080	0.7890	0.0102
c011930	Spistillat	0.2525	2.5421	0.0993
c011935	Spistillat	0.4099	1.5514	0.2642
c011942	Spistillat	0.1745	2.2416	0.0778
c011945	Spistillat	0.0780	1.4336	0.0544
c011951	Spistillat	0.1358	75.7544	0.0018
c011953	Spistillat	0.5052	2.2362	0.2259
c011957	Spistillat	0.0515	5.3889	0.0096
c011964	Spistillat	0.1527	1.2628	0.1209
c011970	Spistillat	0.1052	2.3014	0.0457
c011975	Spistillat	0.4308	1.4974	0.2877
c011976	Spistillat	0.1636	3.0406	0.0538
c011993m	Spistillat	0.2712	2.7360	0.0991
c012016	Spistillat	0.0844	1.6973	0.0498
c012018	Spistillat	0.1244	1.6397	0.0758
c012027	Spistillat	0.1667	1.9485	0.0855
c012028	Spistillat	0.0601	0.9762	0.0615
c012042	Spistillat	0.0977	2.0168	0.0484
c012047	Spistillat	0.0229	2.6369	0.0087
c012048	Spistillat	0.0615	1.4506	0.0424
c012051	Spistillat	0.1507	1.7082	0.0882
c012052m	Spistillat	0.2096	1.1687	0.1794
c012055	Spistillat	0.2110	1.3892	0.1519
c012060	Spistillat	0.0780	1.9166	0.0407
c012069	Spistillat	0.1375	1.8024	0.0763
c012090	Spistillat	0.2123	1.9778	0.1073
c012091	Spistillat	0.2259	3.5733	0.0632
c012098	Spistillat	0.1152	3.8380	0.0300
c012115	Spistillat	0.1943	3.2719	0.0594
c012126	Spistillat	0.3141	2.9733	0.1056
c012128	Spistillat	0.4745	8.1610	0.0581
c012132	Spistillat	0.1407	2.2367	0.0629
c012141	Spistillat	0.2608	1.2802	0.2037
c012144	Spistillat	0.1573	3.4844	0.0451
c012153	Spistillat	0.1701	1.8682	0.0910
c012183	Spistillat	0.1073	1.4630	0.0734
c012185	Spistillat	0.0363	2.6520	0.0137
c012194	Spistillat	0.1529	1.3734	0.1114
c012199	Spistillat	0.2266	2.0569	0.1102
c012203	Spistillat	0.3090	1.7481	0.1767
c012208m	Spistillat	0.0937	2.2801	0.0411
c012218	Spistillat	0.1954	2.0079	0.0973
c012219	Spistillat	0.2388	2.0226	0.1181
c012224	Spistillat	0.0267	2.3082	0.0116
c012225m	Spistillat	0.0788	1.4909	0.0529
c012225p	Spistillat	0.2004	3.8420	0.0522
c012241	Spistillat	0.0060	1.7948	0.0033
c012258	Spistillat	0.2572	3.7506	0.0686
c012261	Spistillat	0.1102	1.3350	0.0826
c012275	Spistillat	0.0262	3.8709	0.0068
c012288	Spistillat	0.1862	3.2829	0.0567
c012298	Spistillat	0.2073	1.5673	0.1323
c012308	Spistillat	0.1511	4.1862	0.0361
c012312	Spistillat	0.1035	2.2158	0.0467
c012322	Spistillat	0.0533	1.6337	0.0326
c012335	Spistillat	0.1316	2.4027	0.0548
c012349	Spistillat	0.1096	1.8684	0.0587
c012350	Spistillat	0.0695	2.1064	0.0330
c012352	Spistillat	0.1964	1.8533	0.1060
c012355	Spistillat	0.1303	1.3030	0.1000
c012356	Spistillat	0.1705	2.1704	0.0786
c012379	Spistillat	0.2468	3.8653	0.0639
c012387	Spistillat	0.2242	3.0868	0.0726
c012389	Spistillat	0.0657	1.5093	0.0435
c012402	Spistillat	0.1799	2.3021	0.0781
c012406	Spistillat	0.1351	2.0560	0.0657
c012410	Spistillat	0.0414	3.9091	0.0106
c012417	Spistillat	0.2222	3.3732	0.0659
c012418	Spistillat	0.2936	2.1805	0.1346
c012425	Spistillat	0.2290	61.8092	0.0037
c012440	Spistillat	0.1510	6.8727	0.0220
c012448	Spistillat	0.4401	6.6687	0.0660
c012450	Spistillat	0.3464	5.4193	0.0639
c012467	Spistillat	0.4512	62.0338	0.0073
c012471	Spistillat	0.1114	1.7294	0.0644
c012472	Spistillat	0.0399	1.5008	0.0266
c012477	Spistillat	0.0157	2.3119	0.0068
c012480	Spistillat	0.0759	2.4498	0.0310
c012487	Spistillat	0.1243	1.8169	0.0684
c012493	Spistillat	0.0293	1.7087	0.0171
c012497	Spistillat	0.4175	13.7134	0.0304
c012504	Spistillat	0.1463	1.8414	0.0794
c012516	Spistillat	0.1396	1.9641	0.0711
c012517	Spistillat	0.0794	1.3043	0.0609
c012520	Spistillat	0.2010	2.4933	0.0806
c012522	Spistillat	0.0423	1.0169	0.0416
c012524	Spistillat	0.2180	1.5181	0.1436
c012532	Spistillat	0.1079	1.6781	0.0643
c012543	Spistillat	0.1093	2.1764	0.0502
c012545	Spistillat	0.1224	1.1902	0.1029
c012563	Spistillat	0.2991	1.9004	0.1574
c012572p	Spistillat	0.0353	1.4196	0.0248
c012582	Spistillat	0.2717	21.4397	0.0127
c012590	Spistillat	0.1207	1.1786	0.1024
c012593	Spistillat	0.2785	76.4181	0.0036
c012595	Spistillat	0.2159	2.6818	0.0805
c012601	Spistillat	0.1635	18.0998	0.0090
c012602	Spistillat	0.2131	2.1961	0.0970
c012603	Spistillat	0.1139	1.9055	0.0598
c012604	Spistillat	0.4061	2.9930	0.1357
c012612	Spistillat	0.1525	1.8134	0.0841
c012618	Spistillat	0.2358	4.5705	0.0516
c012631	Spistillat	0.1107	1.4923	0.0742
c012634	Spistillat	0.5019	3.4977	0.1435
c012653	Spistillat	0.1985	1.9066	0.1041
c012673	Spistillat	0.1261	1.6481	0.0765
c012699	Spistillat	0.1456	3.1854	0.0457
c012704	Spistillat	0.1442	1.4482	0.0996
c012709	Spistillat	0.1126	1.0827	0.1040
c012711	Spistillat	0.0374	3.4235	0.0109
c012727m	Spistillat	0.1176	1.3281	0.0886
c012762	Spistillat	0.1094	1.5991	0.0684
c012775	Spistillat	0.2637	1.7780	0.1483
c012777	Spistillat	0.1557	3.3264	0.0468
c012785	Spistillat	0.0358	2.1473	0.0167
c012798	Spistillat	0.2918	1.9623	0.1487
c012808	Spistillat	0.1900	1.7566	0.1082
c012829	Spistillat	0.3008	2.8461	0.1057
c012832	Spistillat	0.1285	1.3865	0.0927
c012837	Spistillat	0.3982	3.4494	0.1154
c012840	Spistillat	0.1770	2.1180	0.0836
c012846	Spistillat	0.1288	1.4162	0.0910
c012853	Spistillat	0.0379	2.7976	0.0135
c012878	Spistillat	0.4968	2.3941	0.2075
c012890	Spistillat	0.0527	1.6163	0.0326
c012895	Spistillat	0.1241	2.5690	0.0483
c012896	Spistillat	0.0926	1.3351	0.0694
c012898	Spistillat	0.2625	2.1032	0.1248
c012919	Spistillat	0.0846	1.4381	0.0588
c012921	Spistillat	0.1649	7.3280	0.0225
c012923	Spistillat	0.1802	1.4496	0.1243
c012930	Spistillat	0.1388	4.0194	0.0345
c012931	Spistillat	0.0412	1.9980	0.0206
c012939	Spistillat	0.1686	2.7840	0.0606
c012950m	Spistillat	0.2482	13.1590	0.0189
c012950p	Spistillat	0.0965	7.9291	0.0122
c012952p	Spistillat	0.0241	2.3545	0.0102
c012962	Spistillat	0.0054	1.6239	0.0034
c012964	Spistillat	0.1310	10.8075	0.0121
c012968	Spistillat	0.0799	1.4057	0.0568
c012970	Spistillat	0.0893	2.2870	0.0390
c012992	Spistillat	0.1015	2.9045	0.0350
c012994	Spistillat	0.1332	3.2595	0.0409
c013001	Spistillat	0.2359	1.7317	0.1362
c013018	Spistillat	0.2619	11.0913	0.0236
c013027	Spistillat	0.1856	1.8567	0.0999
c013031	Spistillat	0.2558	7.6328	0.0335
c013037	Spistillat	0.1694	4.3058	0.0393
c013049	Spistillat	0.4335	64.4676	0.0067
c013053	Spistillat	0.0319	2.3291	0.0137
c013066	Spistillat	0.1286	2.7326	0.0471
c013078	Spistillat	0.0452	1.7623	0.0256
c013089	Spistillat	0.1381	1.2297	0.1123
c013090	Spistillat	0.0849	1.8502	0.0459
c013095	Spistillat	0.0995	1.7099	0.0582
c013101	Spistillat	0.3258	73.3010	0.0044
c013106	Spistillat	0.1685	4.9313	0.0342
c013121	Spistillat	0.0529	1.8615	0.0284
c013124	Spistillat	0.1380	2.7962	0.0494
c013144	Spistillat	0.1208	1.5484	0.0780
c013149	Spistillat	0.1734	4.4370	0.0391
c013150	Spistillat	0.0482	1.3465	0.0358
c013154	Spistillat	0.0667	1.6555	0.0403
c013158	Spistillat	0.1183	2.4069	0.0491
c013166	Spistillat	0.1187	2.5823	0.0460
c013176	Spistillat	0.0587	3.0910	0.0190
c013184	Spistillat	0.2898	5.3796	0.0539
c013185	Spistillat	0.3264	13.1201	0.0249
c013210	Spistillat	0.1363	1.8257	0.0747
c013211	Spistillat	0.0200	1.6369	0.0122
c013212	Spistillat	0.1265	10.1244	0.0125
c013218	Spistillat	0.1901	3.5975	0.0528
c013221	Spistillat	0.0661	7.8784	0.0084
c013227	Spistillat	0.0610	1.3667	0.0446
c013243m	Spistillat	0.0058	1.0080	0.0058
c013244	Spistillat	0.0328	1.5223	0.0215
c013250	Spistillat	0.0906	2.8502	0.0318
c013260	Spistillat	0.0757	1.5528	0.0488
c013279	Spistillat	0.0354	1.7088	0.0207
c013293	Spistillat	0.6117	2.1341	0.2867
c013294	Spistillat	0.0155	1.6799	0.0092
c013302	Spistillat	0.0875	4.5880	0.0191
c013305	Spistillat	0.1271	1.4421	0.0881
c013318	Spistillat	0.2316	1.3429	0.1725
c013319	Spistillat	0.2904	2.4606	0.1180
c013324	Spistillat	0.0120	1.1260	0.0107
c013338	Spistillat	0.0996	1.7830	0.0558
c013363	Spistillat	0.1502	11.4402	0.0131
c013368	Spistillat	0.0276	1.5967	0.0173
c013383	Spistillat	0.1910	2.1481	0.0889
c013388	Spistillat	0.0683	1.8957	0.0360
c013389	Spistillat	0.2417	62.7623	0.0039
c013418	Spistillat	0.2558	1.9037	0.1344
c013429	Spistillat	0.0653	1.3781	0.0474
c013447p	Spistillat	0.1829	2.1941	0.0834
c013448	Spistillat	0.0918	1.3098	0.0701
c013457	Spistillat	0.4917	2.2006	0.2235
c013463	Spistillat	0.1591	2.5494	0.0624
c013464	Spistillat	0.0688	2.8355	0.0243
c013465	Spistillat	0.0621	1.8720	0.0332
c013466	Spistillat	0.0143	1.9307	0.0074
c013468	Spistillat	0.0912	2.3449	0.0389
c013470	Spistillat	0.1372	1.4877	0.0922
c013475	Spistillat	0.2339	2.2218	0.1053
c013477	Spistillat	0.0691	5.2567	0.0131
c013478	Spistillat	0.2962	5.9690	0.0496
c013496	Spistillat	0.3332	4.3100	0.0773
c013497	Spistillat	0.2271	2.9928	0.0759
c013503	Spistillat	0.0696	1.9414	0.0359
c013507	Spistillat	0.2475	4.5652	0.0542
c013508	Spistillat	0.1849	6.1192	0.0302
c013521	Spistillat	0.0631	2.1176	0.0298
c013523	Spistillat	0.0141	2.0130	0.0070
c013527	Spistillat	0.1373	1.7300	0.0794
c013528	Spistillat	0.1106	1.2135	0.0911
c013532	Spistillat	0.1477	1.9321	0.0764
c013551	Spistillat	0.1935	1.7196	0.1125
c013554	Spistillat	0.1056	1.9708	0.0536
c013575	Spistillat	0.0633	1.6482	0.0384
c013576	Spistillat	0.1164	1.5703	0.0741
c013578	Spistillat	0.0838	1.7856	0.0469
c013582	Spistillat	0.1433	2.9857	0.0480
c013592	Spistillat	0.0798	1.3300	0.0600
c013593	Spistillat	0.2313	1.3612	0.1699
c013599	Spistillat	0.0920	3.1497	0.0292
c013605	Spistillat	0.0660	1.3533	0.0488
c013607p	Spistillat	0.2271	5.5368	0.0410
c013618	Spistillat	0.0420	1.5721	0.0267
c013628	Spistillat	0.1684	2.7083	0.0622
c013640	Spistillat	0.0691	1.6285	0.0424
c013644	Spistillat	0.1073	2.8869	0.0372
c013650	Spistillat	0.1268	2.5649	0.0494
c013663	Spistillat	0.2331	2.6761	0.0871
c013670	Spistillat	0.1246	2.2918	0.0544
c013678p	Spistillat	0.1315	3.5794	0.0367
c013689	Spistillat	0.6298	1.2360	0.5095
c013691	Spistillat	0.0646	1.4835	0.0436
c013701	Spistillat	0.0856	1.2491	0.0685
c013711	Spistillat	0.2063	1.6436	0.1255
c013731	Spistillat	0.2754	2.0412	0.1349
c013732	Spistillat	0.2513	2.3061	0.1090
c013733	Spistillat	0.1227	2.4753	0.0496
c013740	Spistillat	0.1024	1.9143	0.0535
c013748	Spistillat	0.1529	11.8379	0.0129
c013753	Spistillat	0.1499	3.2410	0.0463
c013764	Spistillat	0.2344	5.2792	0.0444
c013773	Spistillat	0.0664	1.5669	0.0423
c013783	Spistillat	0.0666	2.1320	0.0312
c013789	Spistillat	0.2410	2.8447	0.0847
c013795p	Spistillat	0.0441	1.6773	0.0263
c013796	Spistillat	0.0637	1.6798	0.0379
c013811	Spistillat	0.0473	12.1270	0.0039
c013816m	Spistillat	0.0467	2.2659	0.0206
c013816p	Spistillat	0.0541	1.6983	0.0318
c013833	Spistillat	0.0706	2.6358	0.0268
c013838m	Spistillat	0.1549	2.4514	0.0632
c013840	Spistillat	0.3334	4.4865	0.0743
c013857	Spistillat	0.0029	1.8848	0.0015
c013870	Spistillat	0.1383	2.4156	0.0572
c013882	Spistillat	0.3475	1.4382	0.2416
c013883	Spistillat	0.1524	1.7767	0.0858
c013895	Spistillat	0.0519	1.3516	0.0384
c013897	Spistillat	0.1403	1.6097	0.0871
c013903	Spistillat	0.0941	2.3846	0.0395
c013925	Spistillat	0.0940	16.3138	0.0058
c013933	Spistillat	0.0750	1.9741	0.0380
c013939	Spistillat	0.1579	1.5083	0.1047
c013949	Spistillat	0.0061	6.0788	0.0010
c013953	Spistillat	0.0840	1.8058	0.0465
c013969	Spistillat	0.1528	3.1584	0.0484
c013978	Spistillat	0.2510	2.9292	0.0857
c013979	Spistillat	0.0754	1.6740	0.0451
c013982	Spistillat	0.1568	1.4470	0.1084
c014006	Spistillat	0.1142	1.9578	0.0583
c014011	Spistillat	0.0689	1.3307	0.0518
c014021	Spistillat	0.6234	65.3684	0.0095
c014024	Spistillat	0.1302	1.8711	0.0696
c014025	Spistillat	0.1033	2.1965	0.0470
c014033	Spistillat	0.1170	3.4743	0.0337
c014034	Spistillat	0.4687	1.9827	0.2364
c014039	Spistillat	0.1120	1.6974	0.0660
c014041	Spistillat	0.5204	56.0882	0.0093
c014048	Spistillat	0.0791	1.5097	0.0524
c014049	Spistillat	0.0496	1.0491	0.0472
c014053	Spistillat	0.1110	2.8010	0.0396
c014058	Spistillat	0.1208	1.6550	0.0730
c014062	Spistillat	0.3703	4.4783	0.0827
c014065	Spistillat	0.3370	1.0406	0.3239
c014066	Spistillat	0.4029	1.9789	0.2036
c014067	Spistillat	0.1135	1.4756	0.0769
c014097	Spistillat	0.0764	1.8638	0.0410
c014104	Spistillat	0.5057	7.8586	0.0643
c014108	Spistillat	0.1407	3.2020	0.0440
c014112	Spistillat	0.0983	1.4632	0.0672
c014139	Spistillat	0.6379	1.4550	0.4384
c014144	Spistillat	0.1090	3.2313	0.0337
c014145	Spistillat	0.0726	1.4930	0.0486
c014152	Spistillat	0.1122	1.6830	0.0667
c014154	Spistillat	0.1240	1.9004	0.0652
c014158	Spistillat	0.1335	1.4956	0.0893
c014159	Spistillat	0.3174	3.7513	0.0846
c014160	Spistillat	0.1281	3.4930	0.0367
c014172	Spistillat	0.0746	1.5932	0.0468
c014175	Spistillat	0.3634	3.6255	0.1002
c014184	Spistillat	0.2538	1.8699	0.1357
c014186	Spistillat	0.2837	5.2016	0.0545
c014188	Spistillat	0.0851	1.5167	0.0561
c014222	Spistillat	0.1157	2.0922	0.0553
c014226	Spistillat	0.3390	2.9549	0.1147
c014227	Spistillat	0.2289	4.7059	0.0486
c014228	Spistillat	0.1904	3.9189	0.0486
c014237	Spistillat	0.2272	2.5914	0.0877
c014248	Spistillat	0.1623	2.6787	0.0606
c014259	Spistillat	0.0822	1.4934	0.0550
