title                    	CAI	CBI	Fop	
c006807                  	0.774	0.119	0.516	
c006805                  	0.741	0.002	0.441	
c006800                  	0.709	0.156	0.520	
c036144                  	0.811	0.265	0.593	
c036140                  	0.815	0.226	0.557	
c000092                  	0.756	0.017	0.442	
c000090                  	0.724	0.044	0.450	
c000096                  	0.786	0.159	0.519	
c000094                  	0.747	0.090	0.460	
c028559                  	0.676	-0.077	0.358	
c028550                  	0.779	0.115	0.513	
c028553                  	0.811	0.272	0.596	
c028555                  	0.814	0.159	0.560	
c017923                  	0.754	0.096	0.500	
c039707                  	0.764	-0.007	0.455	
c039705                  	0.789	0.060	0.458	
c030429                  	0.773	0.177	0.532	
c035419                  	0.761	-0.027	0.421	
c030423                  	0.748	0.249	0.562	
c034168                  	0.776	0.173	0.545	
c001059                  	0.755	0.131	0.474	
c001050                  	0.639	-0.224	0.299	
c001053                  	0.761	0.110	0.483	
c001055                  	0.783	0.137	0.512	
c054035                  	0.708	-0.003	0.451	
c016038                  	0.790	0.119	0.502	
c004846p                 	0.757	0.165	0.527	
c003555p                 	0.807	0.341	0.628	
c025689                  	0.748	-0.200	0.316	
c025685                  	0.748	0.078	0.462	
c025683                  	0.690	-0.219	0.301	
c052600                  	0.804	0.309	0.619	
c005361                  	0.787	0.138	0.513	
c025441                  	0.797	0.305	0.616	
c025443                  	0.751	0.118	0.518	
c026482                  	0.739	-0.148	0.421	
c033702                  	0.711	0.091	0.494	
c025446                  	0.765	-0.035	0.430	
c010413                  	0.745	0.103	0.505	
c010411                  	0.743	0.002	0.433	
c010417                  	0.738	-0.033	0.427	
c010418                  	0.765	0.021	0.457	
c023217                  	0.724	0.081	0.486	
c023213                  	0.729	0.185	0.540	
c023211                  	0.712	0.194	0.528	
c051566                  	0.756	0.154	0.518	
c020424                  	0.782	0.159	0.525	
c020426                  	0.722	0.097	0.478	
c020420                  	0.711	0.010	0.433	
c020422                  	0.722	0.075	0.479	
c009245                  	0.760	0.034	0.467	
c009247                  	0.716	0.035	0.438	
c009242                  	0.707	-0.104	0.383	
c009248                  	0.696	-0.116	0.376	
c020793                  	0.793	0.099	0.493	
c020797                  	0.817	0.189	0.546	
c020795                  	0.821	0.338	0.619	
c020799                  	0.785	0.106	0.505	
c004742                  	0.769	0.104	0.492	
c004745                  	0.783	0.131	0.526	
c004749                  	0.805	0.185	0.546	
c037534                  	0.752	0.083	0.493	
c021776                  	0.764	0.114	0.492	
c021772                  	0.758	-0.060	0.416	
c021770                  	0.770	0.019	0.450	
c021778                  	0.697	-0.011	0.437	
c011839                  	0.752	-0.005	0.417	
c014866                  	0.724	0.024	0.431	
c014864                  	0.727	0.005	0.439	
c014862                  	0.805	0.218	0.560	
c014860                  	0.808	0.172	0.544	
c014869                  	0.756	-0.054	0.420	
c011835                  	0.786	0.159	0.527	
c011834                  	0.741	0.045	0.472	
c011831                  	0.772	0.066	0.469	
c011830                  	0.793	0.277	0.593	
c005080m                 	0.706	-0.004	0.423	
c046989                  	0.757	0.102	0.505	
c046980                  	0.792	0.091	0.500	
c046985                  	0.769	0.103	0.505	
c022939                  	0.745	0.002	0.438	
c022937                  	0.777	0.039	0.465	
c022931                  	0.790	0.140	0.529	
c022933                  	0.816	0.262	0.583	
c017221                  	0.640	0.140	0.484	
c009011p                 	0.765	0.073	0.483	
c017226                  	0.810	0.196	0.567	
c017227                  	0.744	0.113	0.508	
c050980                  	0.820	0.032	0.483	
c044638                  	0.738	0.049	0.477	
c012839                  	0.755	0.189	0.530	
c012837                  	0.788	0.130	0.503	
c012835                  	0.811	0.108	0.507	
c017801                  	0.808	0.082	0.496	
c012831                  	0.684	0.126	0.485	
c015415                  	0.747	0.059	0.458	
c016758                  	0.712	0.038	0.453	
c016756                  	0.753	0.043	0.457	
c016754                  	0.730	0.057	0.459	
c016752                  	0.786	0.143	0.518	
c015319                  	0.794	0.092	0.506	
c015312                  	0.765	0.108	0.483	
c015316                  	0.751	0.053	0.471	
c015314                  	0.778	0.104	0.489	
c011409                  	0.732	0.014	0.470	
c011403                  	0.758	0.029	0.459	
c011407                  	0.729	0.031	0.444	
c011405                  	0.740	0.064	0.490	
c044587                  	0.761	-0.018	0.442	
c047939                  	0.718	-0.121	0.379	
c001652p                 	0.798	0.132	0.503	
c036708                  	0.718	0.015	0.451	
c036704                  	0.764	0.238	0.560	
c038417                  	0.723	0.033	0.456	
c038413                  	0.766	0.276	0.588	
c018939                  	0.738	0.153	0.520	
c018930                  	0.780	0.074	0.479	
c018932                  	0.775	0.126	0.518	
c018936                  	0.702	-0.030	0.422	
c014044                  	0.719	-0.034	0.431	
c001920p                 	0.777	0.070	0.489	
c014040                  	0.745	0.079	0.480	
c014042                  	0.672	-0.104	0.366	
c014049                  	0.737	0.040	0.445	
c002635m                 	0.753	0.055	0.474	
c010755                  	0.770	0.164	0.550	
c010757                  	0.739	0.014	0.439	
c010751                  	0.712	-0.022	0.407	
c010758                  	0.780	0.139	0.514	
c002011                  	0.791	0.210	0.544	
c002015                  	0.769	0.172	0.511	
c002017                  	0.740	0.125	0.480	
c030629                  	0.811	0.194	0.553	
c030623                  	0.781	0.279	0.602	
c013315                  	0.799	0.212	0.556	
c013311                  	0.748	0.187	0.537	
c013319                  	0.810	0.065	0.469	
c037948                  	0.696	-0.064	0.419	
c001299                  	0.761	0.104	0.494	
c001293                  	0.742	0.028	0.444	
c001291                  	0.764	0.179	0.531	
c003360                  	0.771	0.107	0.495	
c003362                  	0.729	0.065	0.476	
c003364                  	0.773	0.123	0.511	
c003366                  	0.735	0.088	0.468	
c039466                  	0.732	-0.059	0.438	
c021324p                 	0.778	0.075	0.488	
c021324m                 	0.780	0.066	0.484	
c015876                  	0.743	0.071	0.476	
c015874                  	0.707	0.031	0.445	
c015871                  	0.755	0.018	0.445	
c006212                  	0.787	0.146	0.523	
c006210                  	0.738	-0.030	0.428	
c006215                  	0.774	0.099	0.500	
c041890                  	0.702	-0.024	0.433	
c006219                  	0.789	0.157	0.523	
c041896                  	0.720	0.064	0.490	
c000224p                 	0.770	0.115	0.500	
c012445                  	0.785	0.103	0.501	
c012442                  	0.702	-0.067	0.386	
c012448                  	0.751	0.005	0.456	
c013826                  	0.779	0.144	0.524	
c013824                  	0.759	0.123	0.504	
c013822                  	0.795	0.146	0.495	
c013820                  	0.735	0.077	0.484	
c001536                  	0.736	0.084	0.471	
c012198                  	0.762	0.120	0.502	
c012194                  	0.816	0.157	0.529	
c012192                  	0.758	0.088	0.489	
c026241                  	0.785	0.073	0.489	
c026247                  	0.732	-0.050	0.394	
c026245                  	0.739	-0.044	0.410	
c029219                  	0.762	0.010	0.435	
c026249                  	0.790	-0.004	0.449	
c002288p                 	0.771	0.195	0.543	
c000501                  	0.750	0.052	0.467	
c000503                  	0.752	0.098	0.476	
c000504                  	0.750	0.088	0.479	
c019617                  	0.775	0.169	0.533	
c019611                  	0.785	0.124	0.533	
c038222                  	0.686	-0.103	0.348	
c019618                  	0.755	0.098	0.502	
c029457                  	0.738	0.105	0.490	
c026703                  	0.822	0.152	0.530	
c026702                  	0.791	0.047	0.467	
c052246                  	0.737	0.005	0.456	
c052240                  	0.757	0.104	0.500	
c052249                  	0.745	0.198	0.562	
c000751m                 	0.799	0.174	0.549	
c041542                  	0.755	-0.050	0.427	
c001422p                 	0.808	0.208	0.554	
c037172                  	0.826	0.216	0.570	
c037170                  	0.728	0.164	0.540	
c028983                  	0.721	0.132	0.488	
c003388p                 	0.794	0.088	0.495	
c040708                  	0.706	-0.120	0.391	
c004507                  	0.755	0.046	0.457	
c004501                  	0.776	0.100	0.499	
c040700                  	0.739	0.267	0.592	
c049428                  	0.740	0.070	0.451	
c018259                  	0.784	0.199	0.556	
c018254                  	0.757	0.061	0.451	
c003388m                 	0.770	0.123	0.514	
c018252                  	0.722	-0.127	0.368	
c047428                  	0.738	0.485	0.707	
c002732m                 	0.781	0.140	0.500	
c009008                  	0.784	0.069	0.486	
c024188                  	0.775	0.153	0.541	
c024182                  	0.742	0.157	0.541	
c024180                  	0.756	0.031	0.468	
c024185                  	0.774	0.210	0.555	
c029184                  	0.750	-0.012	0.449	
c029186                  	0.706	-0.232	0.296	
c029182                  	0.712	0.048	0.478	
c000357                  	0.839	0.325	0.607	
c014924                  	0.725	0.029	0.444	
c021939                  	0.740	-0.058	0.419	
c024729                  	0.740	0.166	0.521	
c021933                  	0.773	0.246	0.600	
c021935                  	0.768	0.130	0.518	
c021937                  	0.736	0.066	0.440	
c001223p                 	0.760	0.021	0.461	
c025230                  	0.751	0.130	0.520	
c025236                  	0.766	0.041	0.488	
c025234                  	0.809	0.177	0.554	
c001223m                 	0.793	0.263	0.600	
c034462                  	0.746	0.073	0.474	
c012874                  	0.732	-0.066	0.406	
c022441                  	0.814	0.097	0.498	
c022444                  	0.793	0.100	0.500	
c011172                  	0.701	-0.046	0.404	
c011171                  	0.775	0.228	0.562	
c011174                  	0.711	-0.015	0.413	
c011178                  	0.804	0.123	0.498	
c026765                  	0.721	-0.153	0.358	
c026763                  	0.765	0.261	0.576	
c001302m                 	0.746	0.004	0.440	
c044237                  	0.755	0.123	0.521	
c001302p                 	0.760	0.062	0.474	
c007012                  	0.781	0.080	0.475	
c005105                  	0.779	0.110	0.489	
c005102                  	0.795	0.180	0.542	
c009482                  	0.785	0.094	0.505	
c005100                  	0.758	0.016	0.456	
c015572                  	0.748	-0.024	0.444	
c027345                  	0.688	-0.136	0.391	
c027347                  	0.731	-0.094	0.384	
c027341                  	0.727	-0.021	0.414	
c027343                  	0.776	0.155	0.536	
c027348                  	0.829	0.040	0.484	
c010229                  	0.785	0.211	0.559	
c010225                  	0.769	0.119	0.524	
c010227                  	0.788	0.116	0.510	
c010221                  	0.757	0.128	0.512	
c010223                  	0.794	0.206	0.531	
c009488                  	0.727	-0.067	0.399	
c053840                  	0.723	0.012	0.434	
c053844                  	0.790	0.081	0.514	
c001665                  	0.749	0.069	0.468	
c001664                  	0.741	0.132	0.489	
c027968                  	0.766	0.129	0.542	
c027960                  	0.715	0.134	0.510	
c027964                  	0.839	0.292	0.622	
c027966                  	0.707	-0.080	0.378	
c014450                  	0.751	0.045	0.455	
c014456                  	0.850	0.332	0.608	
c014458                  	0.773	0.095	0.496	
c020617                  	0.698	-0.015	0.404	
c020615                  	0.723	0.027	0.450	
c020613                  	0.745	0.097	0.492	
c020611                  	0.756	0.146	0.517	
