Amillepora_PRO.fas	Adigitifera_PRO.fas	Aelegantissima_PRO.fas	Ahyacinthus_PRO.fas	Apallida_PRO.fas	Apalmata_PRO.fas	Atenuis_PRO.fas	Fscutaria_PRO.fas	Mauretenra_PRO.fas	Mcavernosa_PRO.fas	Mfaveolata_PRO.fas	Nvectensis_PRO.fas	Pastreoides_PRO.fas	Pcarnosus_PRO.fas	Pdaedalea_PRO.fas	Pdamicornis_PRO.fas	Pstrigosa_PRO.fas	Shystrix_PRO.fas	Spistillata_PRO.fas	Ssiderea_PRO.fas
c020348	adi_EST_assem_16777	NA	NA	NA	NA	isotig12795	comp15445_c0_seq1	comp5781_c0_seq1	comp91242_c0_seq1	NA	NA	NA	NA	c6216_g1_i1	bu_91849.1_c49650	comp60147_c0_seq1	comp12291_c0_seq1	Spi_isotig13515	comp217847_c0_seq1
c030978	NA	NA	NA	NA	Contig_14321	isotig02148	NA	NA	NA	NA	NA	GE912317	NA	NA	bu_91849.1_c40042	comp133044_c0_seq1	NA	NA	NA
c045504	NA	NA	isotig24507	NA	NA	isotig37259	NA	comp71658_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c000453p	adi_EST_assem_20188	NA	NA	NA	CCHX2518_b1_c	NA	comp34762_c0_seq1	comp21508_c0_seq1	NA	CCHW17438.b1	NA	GCKDGN101A9DBW	Unigene113035_Mix_Normal_N	NA	bu_91849.1_c30879	comp39414_c0_seq1	comp36866_c0_seq2	Spi_isotig08821	comp247097_c1_seq4
c017281	adi_EST_assem_13380	NA	NA	NA	Contig_38253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp41214_c0_seq1	NA	NA	NA
c024046	NA	NA	NA	NA	Contig_2734	NA	NA	comp5339_c0_seq1	NA	NA	NA	NA	NA	c13779_g1_i1	NA	comp122826_c0_seq1	NA	NA	comp243781_c0_seq2
c000662m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|121518|e_gw.180.1.1	NA	NA	NA	NA	NA	NA	NA	comp263097_c0_seq2
c016507	adi_EST_assem_17846	NA	NA	NA	NA	NA	comp29099_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015058	adi_EST_assem_16088	NA	NA	NA	Contig_22265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010904	adi_EST_assem_14620	NA	NA	NA	Contig_55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256191_c0_seq1
c010906	adi_EST_assem_15351	NA	NA	NA	NA	NA	comp65275_c0_seq1	comp78041_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c18196	NA	NA	Spi_isotig05196	comp233186_c0_seq1
c010902	adi_EST_assem_8378	NA	NA	NA	Contig_2908	NA	comp306_c0_seq27	NA	NA	NA	NA	isotig04253	Unigene69185_Mix_Normal_N	NA	NA	comp6999_c0_seq3	NA	NA	comp257030_c1_seq1
c010908	adi_EST_assem_26763	NA	NA	NA	Contig_6410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c022070	adi_EST_assem_14924	NA	NA	NA	NA	isotig12412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023709	adi_EST_assem_7688	NA	NA	NA	Contig_35746	isotig16529	comp59526_c0_seq1	NA	comp13528_c0_seq10	NA	NA	NA	NA	c12476_g1_i1	NA	comp127881_c0_seq1	NA	NA	comp220140_c0_seq1
c023707	adi_EST_assem_2183	comp41547_c0_seq1	NA	Locus_22040_Transcript_1/3_Confidence_1.000_Length_2400	NA	isotig12151	NA	comp2536_c0_seq1	NA	NA	NA	isotig04873	NA	NA	bu_91849.1_c17829	comp5837_c0_seq1	comp22655_c0_seq1	Spi_isotig07542	comp222626_c0_seq1
c017742	adi_EST_assem_8149	NA	NA	NA	Contig_9030	isotig10846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp56908_c0_seq1	NA	Spi_isotig05351	comp251533_c1_seq1
c002844	adi_EST_assem_2858	NA	NA	NA	NA	NA	comp9218_c0_seq1	NA	NA	NA	jgi|Nemve1|183341|estExt_GenewiseH_1.C_460321	NA	NA	NA	NA	NA	NA	NA	comp250864_c1_seq3
c010014	adi_EST_assem_216	NA	NA	NA	Contig_37599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c017299	adi_EST_assem_13455	NA	NA	NA	Contig_20658	isotig16127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c010010	adi_EST_assem_23647	NA	NA	NA	Contig_3829	NA	NA	comp37864_c0_seq1	comp119530_c0_seq1	CCHW15993.b1	NA	NA	NA	NA	NA	NA	NA	NA	comp256983_c0_seq1
c015668	adi_EST_assem_4196	NA	isotig04733	NA	Contig_35392	isotig04333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015663	adi_EST_assem_8899	NA	NA	NA	Contig_6694	NA	comp57354_c0_seq2	comp17982_c0_seq1	comp67285_c0_seq1	NA	NA	NA	NA	NA	bu_91849.1_c22934	comp102160_c0_seq1	comp95314_c0_seq1	NA	comp258323_c0_seq4
c015661	adi_EST_assem_14238	comp34755_c0_seq1	NA	NA	NA	isotig11613	comp280_c13_seq723	comp6646_c0_seq2	comp37767_c0_seq1	NA	NA	NA	Unigene140881_Mix_Normal_N	NA	bu_91849.1_c22743	comp4049_c0_seq10	comp608_c0_seq1	NA	comp257808_c1_seq2
c002333p	NA	NA	NA	NA	Contig_115	NA	comp20498_c0_seq1	NA	comp24524_c0_seq1	NA	NA	NA	Unigene121833_Mix_Normal_N	NA	NA	NA	NA	NA	comp258553_c0_seq2
c015992	adi_EST_assem_15194	NA	NA	NA	Contig_22105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006043	NA	NA	NA	NA	NA	NA	NA	NA	comp24626_c0_seq1	NA	NA	NA	Unigene25641_Mix_Normal_N	NA	NA	NA	NA	NA	comp254195_c0_seq4
c006041	adi_EST_assem_7487	NA	NA	NA	Contig_31780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006047	adi_EST_assem_14500	NA	NA	NA	Contig_10923	NA	comp8294_c0_seq2	comp80343_c0_seq1	comp32398_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c006049	NA	NA	NA	NA	Contig_27599	NA	comp10944_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp263071_c2_seq1
c008983	NA	NA	NA	NA	Contig_42223	isotig13691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008982	adi_EST_assem_2105	NA	NA	NA	Contig_31673	NA	comp5556_c0_seq1	comp7893_c0_seq1	NA	CCHW3774.b1	NA	NA	Unigene81389_Mix_Normal_N	c14302_g1_i1	bu_91849.1_c477	comp12574_c0_seq1	NA	NA	comp231410_c0_seq2
c020022	adi_EST_assem_18045	NA	NA	NA	Contig_80	NA	comp51671_c0_seq1	NA	NA	NA	NA	NA	NA	c32413_g1_i1	NA	NA	NA	NA	comp244540_c0_seq1
c020024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c37248	NA	NA	NA	comp244355_c0_seq1
c007313	adi_EST_assem_20665	NA	NA	NA	Contig_12751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c018714	adi_EST_assem_5740	comp9425_c0_seq1	isotig09252	NA	F66KHFO01CLR74	isotig26167	comp12275_c0_seq1	NA	NA	NA	NA	isotig09203	Unigene45875_Mix_Normal_N	NA	NA	NA	comp37444_c0_seq1	NA	comp213698_c0_seq1
c003523	adi_EST_assem_1704	NA	NA	NA	Contig_41235	NA	comp18949_c0_seq2	NA	comp20663_c0_seq2	NA	NA	NA	NA	c16135_g1_i2	NA	NA	NA	NA	comp263755_c0_seq5
c003524	adi_EST_assem_606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp15828_c0_seq1	comp28334_c0_seq1	NA	NA
c016670	adi_EST_assem_1238	NA	NA	NA	Contig_40141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011426	NA	comp43307_c0_seq1	NA	Locus_100195_Transcript_1/1_Confidence_0.000_Length_2568	NA	NA	comp10569_c0_seq2	comp49206_c0_seq1	comp72587_c0_seq1	NA	jgi|Nemve1|204823|fgenesh1_pg.scaffold_54000020	NA	NA	NA	NA	NA	NA	NA	comp241117_c0_seq4
c018899	adi_EST_assem_11897	NA	isotig04719	NA	Contig_4354	isotig04690	comp13660_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp243667_c0_seq3
c005898m	adi_EST_assem_4916	NA	isotig05231	NA	Contig_10976	NA	comp79781_c0_seq1	comp451435_c0_seq1	NA	NA	NA	NA	CL5500.Contig1_Mix_Normal_N	c8215_g1_i1	NA	comp269321_c0_seq1	comp92686_c0_seq1	NA	NA
c004970	adi_EST_assem_11104	NA	NA	NA	Contig_41877	NA	NA	NA	comp32040_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp250632_c1_seq3
c004978	adi_EST_assem_2569	NA	NA	NA	NA	NA	comp88859_c0_seq1	NA	comp58104_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251488_c0_seq2
c001938p	NA	NA	isotig06158	NA	NA	NA	NA	NA	comp35282_c0_seq1	NA	NA	isotig07610	NA	NA	NA	NA	NA	Spi_isotig08760	NA
c010632	adi_EST_assem_1084	comp44211_c0_seq1	NA	Locus_9045_Transcript_1/1_Confidence_0.000_Length_1787	NA	NA	NA	comp8997_c0_seq1	NA	NA	jgi|Nemve1|161273|estExt_gwp.C_200014	NA	Unigene114868_Mix_Normal_N	c17202_g1_i2	bu_91849.1_c244	comp7940_c0_seq1	NA	NA	comp245492_c0_seq1
c010631	adi_EST_assem_3919	NA	NA	NA	Contig_5623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249688_c0_seq2
c001031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene34318_Mix_Normal_N	NA	NA	comp107565_c0_seq1	comp7260_c1_seq1	NA	comp259863_c0_seq4
c001035	adi_EST_assem_13426	NA	NA	NA	Contig_38421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp223320_c0_seq1
c006569	adi_EST_assem_9498	comp15873_c0_seq1	NA	Locus_14857_Transcript_1/1_Confidence_1.000_Length_3083	Contig_1073	NA	comp22800_c0_seq1	NA	comp33804_c0_seq1	NA	jgi|Nemve1|91041|e_gw.26.106.1	NA	Unigene73817_Mix_Normal_N	NA	NA	NA	comp37695_c0_seq1	NA	comp259340_c0_seq1
c008644	adi_EST_assem_956	comp45397_c0_seq1	NA	NA	Contig_11423	NA	comp48174_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008642	adi_EST_assem_16491	NA	NA	NA	Contig_5330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008640	adi_EST_assem_3441	NA	NA	NA	Contig_23367	isotig01564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c008648	adi_EST_assem_17365	NA	isotig04848	NA	NA	isotig14326	comp12554_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c004284p	adi_EST_assem_7207	NA	NA	Locus_32928_Transcript_2/2_Confidence_1.000_Length_2007	Contig_35090	NA	comp4450_c0_seq1	NA	comp3761_c0_seq1	NA	jgi|Nemve1|99040|e_gw.52.66.1	NA	Unigene135308_Mix_Normal_N	c17107_g1_i1	NA	comp5593_c0_seq1	NA	Spi_isotig08361	comp257411_c0_seq2
c022679	adi_EST_assem_8575	NA	isotig05755	NA	Contig_3653	isotig24782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c022677	adi_EST_assem_22767	NA	NA	NA	Contig_7995	NA	comp7856_c0_seq2	NA	comp7809_c0_seq1	CCHW13752.b1	NA	isotig10658	NA	c17385_g1_i1	NA	NA	NA	NA	comp258395_c2_seq1
c004014	adi_EST_assem_13215	NA	NA	NA	NA	NA	NA	comp26602_c0_seq3	comp21694_c0_seq1	NA	NA	NA	Unigene145967_Mix_Normal_N	NA	NA	NA	comp11291_c0_seq7	Spi_isotig05357	comp241707_c0_seq8
c004012	adi_EST_assem_7399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252472_c0_seq11
c004010	adi_EST_assem_931	NA	NA	NA	Contig_10117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252783_c0_seq3
c004019	adi_EST_assem_11418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254824_c0_seq1
c009195	adi_EST_assem_1177	NA	NA	Locus_96055_Transcript_1/1_Confidence_0.000_Length_3346	Contig_8695	isotig09700	NA	comp30996_c0_seq2	comp18038_c0_seq3	NA	jgi|Nemve1|186877|estExt_GenewiseH_1.C_910105	NA	Unigene25389_Mix_Normal_N	NA	NA	NA	comp5759_c0_seq1	Spi_isotig05756	comp246296_c0_seq1
c021716	adi_EST_assem_4012	NA	isotig13839	NA	Contig_7159	isotig04858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005056	adi_EST_assem_8448	NA	NA	NA	Contig_1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c005052	adi_EST_assem_9998	NA	NA	NA	NA	NA	NA	NA	comp87336_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259984_c1_seq5
c002437p	adi_EST_assem_13804	NA	isotig17877	NA	Contig_18428	isotig16409	NA	NA	NA	NA	jgi|Nemve1|237292|estExt_fgenesh1_kg.C_1660001	NA	Unigene119326_Mix_Normal_N	c25286_g1_i1	NA	NA	comp13568_c0_seq4	Spi_isotig13122	comp259767_c1_seq1
c002568m	adi_EST_assem_16845	NA	NA	NA	NA	NA	comp56607_c0_seq1	NA	comp48715_c0_seq1	NA	NA	NA	NA	NA	bu_91849.1_c2356	NA	comp8589_c0_seq1	NA	comp252620_c1_seq2
c017216	adi_EST_assem_35046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene45844_Mix_Normal_N	NA	NA	NA	NA	NA	NA
c006092p	adi_EST_assem_2092	NA	isotig00965	NA	Contig_23270	isotig12370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp247969_c0_seq1
c015044	NA	comp57376_c0_seq1	NA	Locus_16497_Transcript_1/1_Confidence_0.000_Length_1930	NA	isotig14554	comp5958_c0_seq1	NA	comp11803_c0_seq4	NA	jgi|Nemve1|245041|estExt_fgenesh1_pg.C_1430004	NA	Unigene126385_Mix_Normal_N	NA	bu_91849.1_c6340	comp12431_c0_seq1	comp8439_c0_seq1	Spi_isotig07978	comp238844_c0_seq3
c020288	adi_EST_assem_20641	NA	NA	NA	Contig_4108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011577	NA	NA	NA	NA	Contig_157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp252610_c1_seq11
c016739	NA	NA	NA	NA	NA	NA	NA	NA	comp5038_c0_seq2	NA	NA	NA	Unigene139909_Mix_Normal_N	NA	bu_91849.1_c32781	NA	NA	NA	comp258738_c2_seq7
c011249	adi_EST_assem_1972	NA	NA	NA	Contig_12626	NA	comp32096_c1_seq1	comp107037_c0_seq1	comp84061_c0_seq1	NA	jgi|Nemve1|107277|e_gw.85.56.1	NA	NA	c19828_g1_i1	bu_91849.1_c21519	NA	NA	Spi_isotig07927	NA
c004068	NA	NA	NA	NA	NA	NA	comp11550_c0_seq17	NA	comp24695_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003306	adi_EST_assem_2554	NA	NA	NA	NA	NA	comp5450_c0_seq3	NA	comp9850_c0_seq1	NA	jgi|Nemve1|186367|estExt_GenewiseH_1.C_830052	NA	NA	NA	NA	NA	NA	NA	comp262882_c0_seq4
c003304	NA	NA	NA	NA	NA	isotig02456	comp6653_c1_seq1	NA	NA	CCHW3819.b1	NA	NA	NA	NA	NA	NA	comp8214_c0_seq4	NA	comp259462_c0_seq21
c015812	adi_EST_assem_11328	NA	NA	NA	NA	isotig10809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259341_c1_seq2
c015814	adi_EST_assem_23150	NA	NA	NA	NA	isotig10611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012425	adi_EST_assem_22930	NA	NA	NA	Contig_42173	isotig12469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c003779	adi_EST_assem_2151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254655_c1_seq2
c006765	NA	NA	NA	NA	Contig_4499	NA	comp33797_c0_seq5	NA	comp77241_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp240818_c0_seq1
c006762	NA	NA	NA	NA	NA	NA	comp130255_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp254602_c0_seq4
c000658	adi_EST_assem_4218	NA	NA	NA	NA	NA	NA	NA	comp17006_c0_seq6	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253170_c0_seq2
c000651	adi_EST_assem_2229	NA	NA	NA	NA	NA	comp53563_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c044845	NA	NA	NA	NA	Contig_13290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp260352_c0_seq6
c012280	adi_EST_assem_14456	NA	NA	NA	Contig_38842	isotig10910	NA	NA	NA	NA	NA	NA	Unigene62361_Mix_Normal_N	NA	bu_91849.1_c33353	NA	comp16044_c0_seq23	NA	comp261355_c0_seq1
c012282	NA	NA	NA	NA	NA	isotig18712	NA	comp426365_c0_seq1	NA	NA	jgi|Nemve1|112929|e_gw.114.66.1	NA	NA	NA	bu_91849.1_c23984	NA	NA	NA	comp207500_c0_seq1
c012288	NA	NA	NA	NA	Contig_472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp251622_c0_seq6
c013883	adi_EST_assem_5164	NA	NA	NA	Contig_7256	isotig10044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c013889	adi_EST_assem_9942	NA	NA	NA	Contig_18978	NA	NA	comp189621_c0_seq1	comp56494_c0_seq1	NA	NA	NA	NA	NA	NA	comp146351_c0_seq1	NA	NA	comp253089_c0_seq2
c012741	adi_EST_assem_712	NA	isotig06780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp248896_c0_seq5
c002884	adi_EST_assem_4346	NA	NA	Locus_12587_Transcript_1/1_Confidence_0.000_Length_3777	NA	NA	comp1443_c0_seq1	comp3224_c0_seq1	comp4050_c0_seq1	NA	jgi|Nemve1|129964|e_gw.271.6.1	NA	Unigene16252_Mix_Normal_N	NA	NA	comp9016_c0_seq1	NA	NA	comp254352_c0_seq2
c008339	adi_EST_assem_19917	NA	NA	NA	Contig_26128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007105	adi_EST_assem_15204	NA	NA	NA	Contig_33860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp206877_c0_seq3
c007101	adi_EST_assem_9728	NA	isotig01159	NA	Contig_18660	NA	comp22017_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249334_c0_seq2
c015064	adi_EST_assem_14208	NA	NA	NA	Contig_10990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c032966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp32794_c0_seq4	NA	NA	comp236965_c0_seq1
c032962	adi_EST_assem_24567	NA	isotig00827	NA	Contig_6683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp249446_c0_seq1
c015465	adi_EST_assem_13039	NA	isotig02109	NA	Contig_15657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c030527	adi_EST_assem_9620	NA	isotig08029	NA	Contig_37144	isotig17182	comp2427_c0_seq1	comp988_c0_seq1	comp3632_c0_seq1	CCHW7465.b1	NA	NA	CL1955.Contig1_Mix_Normal_N	c13356_g1_i1	NA	comp2971_c0_seq1	comp3833_c0_seq1	NA	comp256642_c0_seq1
c030523	adi_EST_assem_11515	NA	NA	NA	Contig_4591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001172	adi_EST_assem_7124	NA	NA	NA	Contig_588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c021998	NA	NA	NA	NA	Contig_18154	NA	NA	comp28679_c0_seq4	NA	NA	NA	NA	NA	NA	NA	comp12476_c0_seq2	comp10352_c0_seq1	Spi_isotig11682	comp250084_c1_seq11
c021997	NA	NA	NA	NA	Contig_18797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp167277_c0_seq1
c024747	NA	NA	NA	NA	Contig_40189	NA	comp28106_c0_seq2	comp13945_c0_seq1	comp25011_c0_seq2	CCHW14055.b1	NA	NA	Unigene53354_Mix_Normal_N	c15221_g1_i1	bu_91849.1_c22830	NA	comp48133_c0_seq2	NA	comp218095_c0_seq4
c022428	adi_EST_assem_12266	NA	NA	NA	Contig_4074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c033179	NA	NA	NA	NA	Contig_34535	NA	NA	comp276987_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c001355p	NA	NA	NA	NA	Contig_3491	isotig09548	NA	NA	comp15492_c1_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c023371	NA	NA	NA	NA	Contig_27675	isotig11874	NA	comp165618_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp230803_c0_seq3
c009499	adi_EST_assem_15901	NA	NA	NA	NA	NA	comp41612_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259491_c0_seq2
c021958	adi_EST_assem_3758	NA	NA	NA	Contig_16433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009385	adi_EST_assem_13199	NA	NA	NA	Contig_25520	NA	comp78753_c0_seq1	comp6096_c0_seq2	comp54747_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020670	adi_EST_assem_19530	NA	GCKDGN102EAZWB	NA	Contig_41000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020675	adi_EST_assem_17656	comp171062_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c020677	adi_EST_assem_1940	NA	isotig08822	NA	Contig_17960	isotig16713	NA	comp32075_c0_seq1	comp147_c0_seq1	CCHW4419.b1	jgi|Nemve1|176975|estExt_GenewiseH_1.C_10211	isotig10409	Unigene47828_Mix_Normal_N	c13674_g1_i1	NA	comp541_c0_seq1	NA	Spi_isotig05775	comp16093_c0_seq1
c004608	adi_EST_assem_6975	NA	isotig05465	NA	Contig_3207	isotig11069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c009433	adi_EST_assem_4666	NA	NA	NA	Contig_37428	NA	comp8051_c0_seq1	comp37133_c0_seq1	comp23663_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp258441_c0_seq2
c009431	adi_EST_assem_6134	NA	NA	NA	NA	NA	comp4451_c0_seq13	comp6219_c0_seq1	comp2579_c0_seq1	NA	jgi|Nemve1|96658|e_gw.43.130.1	NA	Unigene103198_Mix_Normal_N	NA	bu_91849.1_c3559	comp5554_c0_seq1	NA	Spi_isotig05559	comp252553_c0_seq1
c006203m	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp301345_c0_seq1	comp15663_c0_seq1	NA	NA
c005788m	NA	NA	NA	NA	NA	NA	NA	comp21449_c0_seq1	NA	NA	NA	NA	NA	NA	bu_91849.1_c20626	NA	NA	NA	comp258423_c0_seq3
c000093m	adi_EST_assem_2584	NA	NA	NA	Contig_35209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c012916	adi_EST_assem_4423	NA	NA	NA	Contig_2218	NA	NA	NA	NA	NA	NA	isotig05030	NA	NA	bu_91849.1_c21309	NA	NA	NA	comp257192_c0_seq1
c019927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c6809_g1_i1	NA	NA	NA	NA	comp247088_c0_seq3
c019923	adi_EST_assem_9532	NA	NA	NA	Contig_8600	NA	comp463_c0_seq3	comp1150_c0_seq1	comp1402_c0_seq1	CCHW3166.b1	NA	isotig04790	Unigene46583_Mix_Normal_N	c14642_g1_i1	NA	comp1481_c0_seq1	NA	Spi_isotig07352	NA
c052549	NA	NA	isotig12007	NA	NA	isotig46894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007418	NA	NA	NA	NA	NA	isotig18642	NA	NA	NA	NA	jgi|Nemve1|95684|e_gw.40.201.1	NA	NA	NA	bu_91849.1_c44399	NA	NA	NA	comp253078_c0_seq3
c004940	adi_EST_assem_18240	NA	NA	NA	Contig_39850	NA	comp25147_c0_seq2	comp16563_c0_seq1	comp32855_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c007419	adi_EST_assem_18805	NA	NA	NA	Contig_30463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c015587	adi_EST_assem_2187	comp2599_c0_seq1	isotig04973	NA	Contig_17318	isotig09966	NA	comp3304_c0_seq1	comp1966_c0_seq2	CCHW876.b1	jgi|Nemve1|241492|estExt_fgenesh1_pg.C_460075	isotig04734	Unigene44890_Mix_Normal_N	c11920_g1_i1	bu_91849.1_c2734	comp2225_c0_seq1	comp1734_c0_seq1	Spi_isotig05303	comp239887_c0_seq1
c015588	adi_EST_assem_9806	NA	isotig05435	NA	Contig_37986	isotig10657	comp15934_c0_seq3	comp31180_c0_seq1	comp1648_c3_seq99	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp253957_c0_seq7
c011696	adi_EST_assem_8433	NA	NA	NA	Contig_41762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256736_c0_seq2
c011694	adi_EST_assem_15828	NA	NA	NA	NA	isotig04788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
c011692	NA	NA	NA	NA	NA	NA	comp78958_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp111124_c0_seq2
c011690	adi_EST_assem_17415	NA	NA	NA	NA	NA	comp32043_c0_seq1	NA	comp93228_c0_seq1	NA	NA	NA	NA	c48_g1_i1	NA	comp31101_c0_seq1	NA	NA	comp250453_c0_seq2
